index,neighbourhood,type of crime,lat,long,x,y
3787,Arbor Lodge,Theft From Motor Vehicle,45.57154445,-122.6808845,7643690,702010
3788,Arbor Lodge,Vandalism,45.57154445,-122.6808845,7643690,702010
3789,Arbor Lodge,Motor Vehicle Theft,45.57154445,-122.6808845,7643690,702010
3790,Arbor Lodge,Vandalism,45.57154445,-122.6808845,7643690,702010
3791,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.57154445,-122.6808845,7643690,702010
3792,Arbor Lodge,Motor Vehicle Theft,45.57153909,-122.6798648,7643951,702001
3793,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.57218755,-122.6915077,7640977,702318
3794,Arbor Lodge,Motor Vehicle Theft,45.57214866,-122.6843221,7642816,702254
3795,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.57215102,-122.6852089,7642589,702261
3796,Arbor Lodge,Theft From Motor Vehicle,45.57215102,-122.6852089,7642589,702261
3797,Arbor Lodge,Theft From Motor Vehicle,45.57215413,-122.6853341,7642557,702263
3798,Arbor Lodge,All Other Larceny,45.57219474,-122.6955903,7639932,702349
3799,Arbor Lodge,Vandalism,45.57214289,-122.6831811,7643108,702244
3800,Arbor Lodge,Arson,45.57230768,-122.6823046,7643334,702298
3801,Arbor Lodge,Vandalism,45.57221268,-122.6819611,7643421,702261
3802,Arbor Lodge,Arson,45.57221268,-122.6819611,7643421,702261
3803,Arbor Lodge,Motor Vehicle Theft,45.57221268,-122.6819611,7643421,702261
3804,Arbor Lodge,Credit Card/ATM Fraud,45.57221268,-122.6819611,7643421,702261
3805,Arbor Lodge,All Other Larceny,45.57221268,-122.6819611,7643421,702261
3806,Arbor Lodge,All Other Larceny,45.57221268,-122.6819611,7643421,702261
3807,Arbor Lodge,Theft From Motor Vehicle,45.57221268,-122.6819611,7643421,702261
3808,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.57221268,-122.6819611,7643421,702261
3809,Arbor Lodge,Motor Vehicle Theft,45.57205332,-122.6994015,7638955,702324
3810,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.57221438,-122.6810041,7643666,702255
3811,Arbor Lodge,Theft From Building,45.57220864,-122.6798592,7643959,702245
3812,Arbor Lodge,Motor Vehicle Theft,45.57307055,-122.6863421,7642308,702604
3813,Arbor Lodge,Burglary,45.57306526,-122.6843105,7642828,702588
3814,Arbor Lodge,Motor Vehicle Theft,45.57298298,-122.6981327,7639289,702654
3815,Arbor Lodge,Motor Vehicle Theft,45.57306763,-122.6873616,7642047,702610
3816,Arbor Lodge,All Other Larceny,45.57306222,-122.6831697,7643120,702579
3817,Arbor Lodge,Vandalism,45.57306222,-122.6831697,7643120,702579
3818,Arbor Lodge,Vandalism,45.57321605,-122.6822927,7643346,702629
3819,Arbor Lodge,Simple Assault,45.57321605,-122.6822927,7643346,702629
3820,Arbor Lodge,Vandalism,45.57329104,-122.6819557,7643433,702654
3821,Arbor Lodge,Burglary,45.57329104,-122.6819557,7643433,702654
3822,Arbor Lodge,Vandalism,45.57329104,-122.6819557,7643433,702654
3823,Arbor Lodge,Burglary,45.5729832,-122.6992696,7638998,702662
3824,Arbor Lodge,Motor Vehicle Theft,45.57328724,-122.6809984,7643678,702646
3825,Arbor Lodge,Motor Vehicle Theft,45.57328114,-122.6797286,7644003,702635
3826,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.57328114,-122.6797286,7644003,702635
3827,Arbor Lodge,Identity Theft,45.57328114,-122.6797286,7644003,702635
3828,Arbor Lodge,Theft From Motor Vehicle,45.57328151,-122.6798536,7643971,702636
3829,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.57307832,-122.6898271,7641416,702631
3830,Arbor Lodge,Motor Vehicle Theft,45.5729727,-122.7015389,7638417,702674
3831,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.57401121,-122.6965865,7639695,703018
3832,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.57397139,-122.6914828,7641001,702968
3833,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.57418143,-122.6944249,7640250,703065
3834,Arbor Lodge,All Other Larceny,45.57418143,-122.6944249,7640250,703065
3835,Arbor Lodge,Simple Assault,45.57418143,-122.6944249,7640250,703065
3836,Arbor Lodge,Simple Assault,45.5739624,-122.6863335,7642319,702929
3837,Arbor Lodge,Burglary,45.5739624,-122.6863335,7642319,702929
3838,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.5739571,-122.6843019,7642839,702913
3839,Arbor Lodge,All Other Larceny,45.57395947,-122.687353,7642058,702935
3840,Arbor Lodge,Motor Vehicle Theft,45.57395911,-122.687228,7642090,702934
3841,Arbor Lodge,Motor Vehicle Theft,45.57395681,-122.6831611,7643131,702905
3842,Arbor Lodge,Theft From Motor Vehicle,45.57395681,-122.6831611,7643131,702905
3843,Arbor Lodge,Motor Vehicle Theft,45.57427998,-122.6797201,7644015,702999
3844,Arbor Lodge,Motor Vehicle Theft,45.57411709,-122.7005207,7638689,703084
3845,Arbor Lodge,Motor Vehicle Theft,45.57396909,-122.6904514,7641265,702960
3846,Arbor Lodge,Burglary,45.57410417,-122.6974652,7639471,703058
3847,Arbor Lodge,Motor Vehicle Theft,45.57410417,-122.6974652,7639471,703058
3848,Arbor Lodge,Vandalism,45.57411028,-122.7027394,7638121,703097
3849,Arbor Lodge,Motor Vehicle Theft,45.57492781,-122.6965751,7639707,703352
3850,Arbor Lodge,Motor Vehicle Theft,45.57487651,-122.6913537,7641043,703297
3851,Arbor Lodge,Motor Vehicle Theft,45.57508734,-122.694542,7640229,703396
3852,Arbor Lodge,Burglary,45.57487062,-122.6863295,7642329,703260
3853,Arbor Lodge,Motor Vehicle Theft,45.57486806,-122.6842979,7642849,703245
3854,Arbor Lodge,All Other Larceny,45.57486806,-122.6842979,7642849,703245
3855,Arbor Lodge,Intimidation,45.57489821,-122.6925188,7640745,703313
3856,Arbor Lodge,Motor Vehicle Theft,45.57489821,-122.6925188,7640745,703313
3857,Arbor Lodge,Vandalism,45.57489821,-122.6925188,7640745,703313
3858,Arbor Lodge,Motor Vehicle Theft,45.57486761,-122.6851886,7642621,703251
3859,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.57486761,-122.6851886,7642621,703251
3860,Arbor Lodge,Identity Theft,45.57486797,-122.6853136,7642589,703252
3861,Arbor Lodge,Arson,45.57486503,-122.683157,7643141,703236
3862,Arbor Lodge,Counterfeiting/Forgery,45.57486503,-122.683157,7643141,703236
3863,Arbor Lodge,Motor Vehicle Theft,45.57494572,-122.6819412,7643453,703257
3864,Arbor Lodge,Vandalism,45.57494572,-122.6819412,7643453,703257
3865,Arbor Lodge,Motor Vehicle Theft,45.57487543,-122.6883846,7641803,703276
3866,Arbor Lodge,Motor Vehicle Theft,45.57487738,-122.689291,7641571,703283
3867,Arbor Lodge,Motor Vehicle Theft,45.57493194,-122.7005211,7638697,703381
3868,Arbor Lodge,Vandalism,45.57475704,-122.7057844,7637348,703354
3869,Arbor Lodge,Burglary,45.5756499,-122.6945364,7640236,703601
3870,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.5756499,-122.6945364,7640236,703601
3871,Arbor Lodge,Motor Vehicle Theft,45.57561116,-122.6861978,7642370,703529
3872,Arbor Lodge,Burglary,45.57561152,-122.6863229,7642338,703530
3873,Arbor Lodge,Vandalism,45.57555714,-122.6982442,7639286,703593
3874,Arbor Lodge,Motor Vehicle Theft,45.57555714,-122.6982442,7639286,703593
3875,Arbor Lodge,Intimidation,45.57555714,-122.6982442,7639286,703593
3876,Arbor Lodge,Theft From Motor Vehicle,45.57555714,-122.6982442,7639286,703593
3877,Arbor Lodge,Vandalism,45.57560624,-122.6822674,7643376,703500
3878,Arbor Lodge,Theft From Motor Vehicle,45.57560624,-122.6822674,7643376,703500
3879,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.57560624,-122.6822674,7643376,703500
3880,Arbor Lodge,All Other Larceny,45.57555461,-122.699381,7638995,703600
3881,Arbor Lodge,Theft From Motor Vehicle,45.57555461,-122.699381,7638995,703600
3882,Arbor Lodge,Theft From Motor Vehicle,45.5756159,-122.6882569,7641843,703545
3883,Arbor Lodge,Motor Vehicle Theft,45.57544076,-122.7037522,7637875,703589
3884,Arbor Lodge,Motor Vehicle Theft,45.57555458,-122.7015336,7638444,703615
3885,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.57622139,-122.6914721,7641026,703788
3886,Arbor Lodge,Vandalism,45.57622102,-122.6913471,7641058,703787
3887,Arbor Lodge,Aggravated Assault,45.57619044,-122.6945338,7640242,703798
3888,Arbor Lodge,Vandalism,45.57622032,-122.686194,7642377,703751
3889,Arbor Lodge,All Other Larceny,45.57622069,-122.686319,7642345,703752
3890,Arbor Lodge,Simple Assault,45.57623095,-122.7048963,7637590,703885
3891,Arbor Lodge,Motor Vehicle Theft,45.57627259,-122.6923844,7640793,703813
3892,Arbor Lodge,Theft From Motor Vehicle,45.57627259,-122.6923844,7640793,703813
3893,Arbor Lodge,All Other Larceny,45.57626993,-122.6873367,7642085,703777
3894,Arbor Lodge,Motor Vehicle Theft,45.57621814,-122.6832755,7643124,703730
3895,Arbor Lodge,Motor Vehicle Theft,45.57617474,-122.6993777,7639002,703826
3896,Arbor Lodge,Motor Vehicle Theft,45.57617474,-122.6993777,7639002,703826
3897,Arbor Lodge,Motor Vehicle Theft,45.57622268,-122.688378,7641818,703767
3898,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.57622183,-122.6904407,7641290,703781
3899,Arbor Lodge,Theft From Motor Vehicle,45.57611599,-122.70388,7637849,703836
3900,Arbor Lodge,All Other Larceny,45.57629154,-122.6975734,7639465,703856
3901,Arbor Lodge,All Other Larceny,45.57629154,-122.6975734,7639465,703856
3902,Arbor Lodge,All Other Larceny,45.57618795,-122.6935141,7640503,703790
3903,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.57618795,-122.6935141,7640503,703790
3904,Arbor Lodge,Burglary,45.57682685,-122.6841623,7642903,703958
3905,Arbor Lodge,Motor Vehicle Theft,45.57664885,-122.6925083,7640765,703951
3906,Arbor Lodge,Simple Assault,45.57690658,-122.6871854,7642130,704008
3907,Arbor Lodge,Burglary,45.57690658,-122.6871854,7642130,704008
3908,Arbor Lodge,Theft From Motor Vehicle,45.57682825,-122.7067987,7637109,704116
3909,Arbor Lodge,Motor Vehicle Theft,45.57683056,-122.6819434,7643471,703944
3910,Arbor Lodge,Aggravated Assault,45.57683011,-122.6822559,7643391,703946
3911,Arbor Lodge,Motor Vehicle Theft,45.57683056,-122.6819434,7643471,703944
3912,Arbor Lodge,Shoplifting,45.57683011,-122.6822559,7643391,703946
3913,Arbor Lodge,Motor Vehicle Theft,45.57683056,-122.6819434,7643471,703944
3914,Arbor Lodge,Robbery,45.57683056,-122.6819434,7643471,703944
3915,Arbor Lodge,Theft From Building,45.57683056,-122.6819434,7643471,703944
3916,Arbor Lodge,Shoplifting,45.57683056,-122.6819434,7643471,703944
3917,Arbor Lodge,Robbery,45.57683056,-122.6819434,7643471,703944
3918,Arbor Lodge,Theft From Motor Vehicle,45.57683011,-122.6822559,7643391,703946
3919,Arbor Lodge,Motor Vehicle Theft,45.57683056,-122.6819434,7643471,703944
3920,Arbor Lodge,Aggravated Assault,45.57683056,-122.6819434,7643471,703944
3921,Arbor Lodge,Simple Assault,45.57683056,-122.6819434,7643471,703944
3922,Arbor Lodge,Burglary,45.57683011,-122.6822559,7643391,703946
3923,Arbor Lodge,Motor Vehicle Theft,45.57683056,-122.6819434,7643471,703944
3924,Arbor Lodge,Shoplifting,45.57683056,-122.6819434,7643471,703944
3925,Arbor Lodge,Purse-Snatching,45.57683056,-122.6819434,7643471,703944
3926,Arbor Lodge,Motor Vehicle Theft,45.57683056,-122.6819434,7643471,703944
3927,Arbor Lodge,Motor Vehicle Theft,45.57683056,-122.6819434,7643471,703944
3928,Arbor Lodge,Motor Vehicle Theft,45.57683056,-122.6819434,7643471,703944
3929,Arbor Lodge,Motor Vehicle Theft,45.57683056,-122.6819434,7643471,703944
3930,Arbor Lodge,Motor Vehicle Theft,45.57683056,-122.6819434,7643471,703944
3931,Arbor Lodge,Arson,45.57683011,-122.6822559,7643391,703946
3932,Arbor Lodge,Theft From Motor Vehicle,45.57683056,-122.6819434,7643471,703944
3933,Arbor Lodge,Motor Vehicle Theft,45.57683056,-122.6819434,7643471,703944
3934,Arbor Lodge,Theft From Motor Vehicle,45.57683056,-122.6819434,7643471,703944
3935,Arbor Lodge,Robbery,45.57683056,-122.6819434,7643471,703944
3936,Arbor Lodge,Shoplifting,45.57683056,-122.6819434,7643471,703944
3937,Arbor Lodge,Robbery,45.57683056,-122.6819434,7643471,703944
3938,Arbor Lodge,Motor Vehicle Theft,45.57683056,-122.6819434,7643471,703944
3939,Arbor Lodge,Robbery,45.57683056,-122.6819434,7643471,703944
3940,Arbor Lodge,Vandalism,45.57683056,-122.6819434,7643471,703944
3941,Arbor Lodge,Robbery,45.57683056,-122.6819434,7643471,703944
3942,Arbor Lodge,Motor Vehicle Theft,45.57683056,-122.6819434,7643471,703944
3943,Arbor Lodge,Simple Assault,45.57683056,-122.6819434,7643471,703944
3944,Arbor Lodge,Vandalism,45.57683056,-122.6819434,7643471,703944
3945,Arbor Lodge,Simple Assault,45.57683011,-122.6822559,7643391,703946
3946,Arbor Lodge,Arson,45.57683056,-122.6819434,7643471,703944
3947,Arbor Lodge,Motor Vehicle Theft,45.57683056,-122.6819434,7643471,703944
3948,Arbor Lodge,Theft From Motor Vehicle,45.57683011,-122.6822559,7643391,703946
3949,Arbor Lodge,Motor Vehicle Theft,45.57683056,-122.6819434,7643471,703944
3950,Arbor Lodge,Credit Card/ATM Fraud,45.57683056,-122.6819434,7643471,703944
3951,Arbor Lodge,Credit Card/ATM Fraud,45.57683056,-122.6819434,7643471,703944
3952,Arbor Lodge,Arson,45.57683056,-122.6819434,7643471,703944
3953,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.57683056,-122.6819434,7643471,703944
3954,Arbor Lodge,Counterfeiting/Forgery,45.57683056,-122.6819434,7643471,703944
3955,Arbor Lodge,All Other Larceny,45.57683056,-122.6819434,7643471,703944
3956,Arbor Lodge,Theft From Building,45.57683056,-122.6819434,7643471,703944
3957,Arbor Lodge,All Other Larceny,45.57683011,-122.6822559,7643391,703946
3958,Arbor Lodge,Theft From Motor Vehicle,45.57683056,-122.6819434,7643471,703944
3959,Arbor Lodge,Theft From Building,45.57683056,-122.6819434,7643471,703944
3960,Arbor Lodge,Vandalism,45.57683056,-122.6819434,7643471,703944
3961,Arbor Lodge,All Other Larceny,45.57683056,-122.6819434,7643471,703944
3962,Arbor Lodge,All Other Larceny,45.57683056,-122.6819434,7643471,703944
3963,Arbor Lodge,Theft From Building,45.57683056,-122.6819434,7643471,703944
3964,Arbor Lodge,All Other Larceny,45.57683056,-122.6819434,7643471,703944
3965,Arbor Lodge,All Other Larceny,45.57683011,-122.6822559,7643391,703946
3966,Arbor Lodge,Theft From Building,45.57683056,-122.6819434,7643471,703944
3967,Arbor Lodge,Vandalism,45.57683056,-122.6819434,7643471,703944
3968,Arbor Lodge,Theft From Motor Vehicle,45.57683056,-122.6819434,7643471,703944
3969,Arbor Lodge,Theft From Motor Vehicle,45.57683056,-122.6819434,7643471,703944
3970,Arbor Lodge,Theft From Coin-Operated Machine or Device,45.57683056,-122.6819434,7643471,703944
3971,Arbor Lodge,Shoplifting,45.57683056,-122.6819434,7643471,703944
3972,Arbor Lodge,Theft From Motor Vehicle,45.57683056,-122.6819434,7643471,703944
3973,Arbor Lodge,Vandalism,45.57683056,-122.6819434,7643471,703944
3974,Arbor Lodge,Motor Vehicle Theft,45.57683177,-122.688378,7641824,703989
3975,Arbor Lodge,Burglary,45.57683177,-122.688378,7641824,703989
3976,Arbor Lodge,Vandalism,45.5768314,-122.688253,7641856,703988
3977,Arbor Lodge,Motor Vehicle Theft,45.57683177,-122.688378,7641824,703989
3978,Arbor Lodge,Burglary,45.57683177,-122.688378,7641824,703989
3979,Arbor Lodge,Theft From Motor Vehicle,45.57683177,-122.688378,7641824,703989
3980,Arbor Lodge,Simple Assault,45.57682781,-122.6903157,7641328,704001
3981,Arbor Lodge,Vandalism,45.57682817,-122.6904407,7641296,704002
3982,Arbor Lodge,Motor Vehicle Theft,45.57682817,-122.6904407,7641296,704002
3983,Arbor Lodge,Motor Vehicle Theft,45.57684179,-122.7016539,7638426,704085
3984,Arbor Lodge,Aggravated Assault,45.56990586,-122.6787473,7644221,701398
3985,Arbor Lodge,Vandalism,45.56634869,-122.6874932,7641947,700162
3986,Arbor Lodge,Vandalism,45.57351111,-122.683226,7643110,702743
3987,Arbor Lodge,Motor Vehicle Theft,45.57350807,-122.6822297,7643365,702735
3988,Arbor Lodge,Vandalism,45.57530836,-122.6822052,7643389,703391
3989,Arbor Lodge,Theft From Motor Vehicle,45.57526393,-122.6797735,7644011,703358
3990,Arbor Lodge,Motor Vehicle Theft,45.56771514,-122.6822881,7643293,700624
3991,Arbor Lodge,Theft From Motor Vehicle,45.56771514,-122.6822881,7643293,700624
3992,Arbor Lodge,Motor Vehicle Theft,45.57171371,-122.682231,7643347,702081
3993,Arbor Lodge,Motor Vehicle Theft,45.57531368,-122.6852487,7642610,703414
3994,Arbor Lodge,Simple Assault,45.56631031,-122.6822927,7643278,700112
3995,Arbor Lodge,Vandalism,45.56631031,-122.6822927,7643278,700112
3996,Arbor Lodge,Theft From Motor Vehicle,45.56631031,-122.6822927,7643278,700112
3997,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.56631031,-122.6822927,7643278,700112
3998,Arbor Lodge,Vandalism,45.56631031,-122.6822927,7643278,700112
3999,Arbor Lodge,Weapons Law Violations,45.57713073,-122.7014659,7638477,704189
4000,Arbor Lodge,Theft From Motor Vehicle,45.57713073,-122.7014659,7638477,704189
4001,Arbor Lodge,Aggravated Assault,45.57712717,-122.6954804,7640009,704146
4002,Arbor Lodge,All Other Larceny,45.57712717,-122.6954804,7640009,704146
4003,Arbor Lodge,Theft From Motor Vehicle,45.57712802,-122.6993131,7639028,704173
4004,Arbor Lodge,Motor Vehicle Theft,45.57712885,-122.6893467,7641579,704104
4005,Arbor Lodge,Identity Theft,45.57712793,-122.7027589,7638146,704197
4006,Arbor Lodge,Theft From Motor Vehicle,45.57712793,-122.7027589,7638146,704197
4007,Arbor Lodge,Motor Vehicle Theft,45.57712211,-122.6934447,7640530,704130
4008,Arbor Lodge,Theft From Motor Vehicle,45.57712211,-122.6934447,7640530,704130
4009,Arbor Lodge,Motor Vehicle Theft,45.57176556,-122.6809438,7643677,702091
4010,Arbor Lodge,Motor Vehicle Theft,45.56989836,-122.6810244,7643638,701411
4011,Arbor Lodge,Theft From Motor Vehicle,45.57175976,-122.6798029,7643969,702081
4012,Arbor Lodge,Theft of Motor Vehicle Parts or Accessories,45.56842001,-122.6801316,7643852,700866
4013,Arbor Lodge,Theft From Motor Vehicle,45.56634527,-122.6904109,7641200,700181
4014,Arbor Lodge,Aggravated Assault,45.56991586,-122.687326,7642025,701461
4015,Arbor Lodge,Motor Vehicle Theft,45.56991586,-122.687326,7642025,701461
4016,Arbor Lodge,Theft From Motor Vehicle,45.56991586,-122.687326,7642025,701461
4017,Arbor Lodge,Motor Vehicle Theft,45.56992556,-122.6904203,7641233,701486
4018,Arbor Lodge,Motor Vehicle Theft,45.57267239,-122.6820257,7643409,702429
4019,Ardenwald,Vandalism,45.46521736,-122.636312,7654075,662951
4020,Ardenwald,Vandalism,45.46521736,-122.636312,7654075,662951
4021,Ardenwald,All Other Larceny,45.46521736,-122.636312,7654075,662951
4022,Ardenwald,Vandalism,45.46521736,-122.636312,7654075,662951
4023,Ardenwald,Burglary,45.46521736,-122.636312,7654075,662951
4024,Ardenwald,Theft of Motor Vehicle Parts or Accessories,45.46243555,-122.633642,7654733,661919
4025,Ardenwald,Burglary,45.46333094,-122.6327047,7654982,662239
4026,Ardenwald,Vandalism,45.46157988,-122.6315551,7655260,661593
4027,Ardenwald,Theft From Building,45.46257545,-122.6293584,7655833,661941
4028,Ardenwald,False Pretenses/Swindle/Confidence Game,45.46257545,-122.6293584,7655833,661941
4029,Ardenwald,Burglary,45.46257545,-122.6293584,7655833,661941
4030,Ardenwald,Vandalism,45.46257545,-122.6293584,7655833,661941
4031,Ardenwald,Burglary,45.46269648,-122.6284545,7656066,661979
4032,Ardenwald,Arson,45.46242572,-122.6266314,7656531,661868
4033,Ardenwald,All Other Larceny,45.46186706,-122.6255383,7656806,661657
4034,Ardenwald,Simple Assault,45.46437383,-122.6249965,7656969,662567
4035,Ardenwald,All Other Larceny,45.4649715,-122.6229445,7657501,662771
4036,Ardenwald,Vandalism,45.4639732,-122.6368228,7653932,662501
4037,Ardenwald,Arson,45.46286946,-122.6384852,7653495,662110
4038,Ardenwald,Vandalism,45.46286946,-122.6384852,7653495,662110
4039,Ardenwald,Motor Vehicle Theft,45.46286946,-122.6384852,7653495,662110
4040,Ardenwald,Motor Vehicle Theft,45.46286946,-122.6384852,7653495,662110
4041,Ardenwald,Simple Assault,45.46286946,-122.6384852,7653495,662110
