,Address,Price,Zip Code,Size,Neighbourhood
1398,"6342 NE 33rd Ave Unit A, Portland, OR 97211",649900,97211,1528,Sabin
1399,"4618 NE 26th Ave, Portland, OR 97211",699000,97211,1836,Sabin
1478,"4620 NE 14th Pl, Portland, OR 97211",749900,97211,2132,Sabin
1485,"24 NE Buffalo St, Portland, OR 97211",599000,97211,2380,Sabin
1497,"7110 NE 17th Ave, Portland, OR 97211",479900,97211,1600,Sabin
1540,"173 NE Bridgeton Rd Slip 20, Portland, OR 97211",359000,97211,1435,Sabin
1569,"5717 NE 16th Ave, Portland, OR 97211",524999,97211,2205,Sabin
1611,"4125 NE 15th Ave, Portland, OR 97211",565000,97211,1741,Sabin
1630,"55 NE Bridgeton Rd Slip 11, Portland, OR 97211",379000,97211,1282,Sabin
1652,"111 NE Lombard St, Portland, OR 97211",339900,97211,900,Sabin
1690,"1218 NE Faloma Rd, Portland, OR 97211",559000,97211,2442,Sabin
1706,"2405 NE Morgan St, Portland, OR 97211",599900,97211,2624,Sabin
1791,"6141 NE 16th Ave, Portland, OR 97211",650000,97211,1215,Sabin
1794,"610 NE Webster St, Portland, OR 97211",469000,97211,1607,Sabin
1796,"4833 NE 11th Ave, Portland, OR 97211",879000,97211,2943,Sabin
1840,"4110 NE 40th Ave, Portland, OR 97211",849900,97211,2769,Sabin
1844,"301 NE South Shore Rd, Portland, OR 97211",350000,97211,982,Sabin
1850,"235 NE Stafford St, Portland, OR 97211",485000,97211,2532,Sabin
1854,"1530 NE Rosa Parks Way, Portland, OR 97211",509000,97211,1218,Sabin
1860,"3216 NE Lombard St, Portland, OR 97211",510000,97211,2252,Sabin
1962,"4331 NE 18th Ave, Portland, OR 97211",899900,97211,4304,Sabin
1965,"1144 NE Mariners Loop, Portland, OR 97211",439900,97211,1894,Sabin
1970,"3220 NE Lombard St, Portland, OR 97211",449000,97211,2445,Sabin
1980,"4737 NE 33rd Ave, Portland, OR 97211",400000,97211,1860,Sabin
2011,"4511 NE 25th Ave, Portland, OR 97211",819000,97211,2525,Sabin
2017,"964 NE Oneonta St, Portland, OR 97211",483000,97211,1412,Sabin
2025,"4803 NE 33rd Ave, Portland, OR 97211",799000,97211,2286,Sabin
2045,"559 NE Bridgeton Rd, Portland, OR 97211",330000,97211,1525,Sabin
2078,"6702 NE Cleveland Ave, Portland, OR 97211",475000,97211,2476,Sabin
2085,"1618 NE Buffalo St Unit B, Portland, OR 97211",449900,97211,1003,Sabin
2098,"1067 NE Oneonta St, Portland, OR 97211",499900,97211,1144,Sabin
2105,"5036 NE 16th Ave, Portland, OR 97211",725000,97211,2910,Sabin
2134,"5305 NE Rodney Ave, Portland, OR 97211",999999,97211,3299,Sabin
2200,"4812 NE Mallory Ave, Portland, OR 97211",1750000,97211,3486,Sabin
14,"2617 NE 8th Ave, Portland, OR 97212",1075000,97212,3186,Hollywood
46,"2608 NE 7th Ave, Portland, OR 97212",740000,97212,2440,Hollywood
50,"2711 NE 28th Ave, Portland, OR 97212",719500,97212,1984,Hollywood
65,"1916 NE 28th Ave, Portland, OR 97212",785000,97212,2471,Hollywood
92,"3835 NE Bryce St, Portland, OR 97212",850000,97212,2845,Hollywood
102,"3937 NE 37th Ave, Portland, OR 97212",1395000,97212,3703,Hollywood
105,"2334 NE 19th Ave, Portland, OR 97212",929000,97212,2477,Hollywood
138,"3034 NE 36th Ave, Portland, OR 97212",1200000,97212,2082,Hollywood
220,"2504 NE 32nd Pl, Portland, OR 97212",700000,97212,2780,Hollywood
263,"3415 NE 26th Ave, Portland, OR 97212",705000,97212,1981,Hollywood
265,"313 NE Morris St, Portland, OR 97212",535000,97212,1507,Hollywood
268,"2817 NE Fremont St, Portland, OR 97212",790000,97212,2134,Hollywood
299,"600 NE Ivy St, Portland, OR 97212",1500000,97212,3850,Hollywood
305,"3017 NE 10th Ave, Portland, OR 97212",1450000,97212,3997,Hollywood
349,"232 NE Graham St, Portland, OR 97212",725000,97212,2556,Hollywood
426,"2134 NE 19th Ave, Portland, OR 97212",1850000,97212,5766,Hollywood
445,"1927 NE 16th Ave, Portland, OR 97212",1450000,97212,3873,Hollywood
453,"3644 NE 19th Ave, Portland, OR 97212",625000,97212,1644,Hollywood
473,"223 NE Ivy St Apt A, Portland, OR 97212",515000,97212,1305,Hollywood
550,"1211 NE Stanton St, Portland, OR 97212",1395000,97212,3115,Hollywood
555,"2820 NE 32nd Ave, Portland, OR 97212",1324900,97212,3131,Hollywood
580,"3316 NE 20th Ave, Portland, OR 97212",685000,97212,2906,Hollywood
598,"3136 NE 31st Ave, Portland, OR 97212",550000,97212,2436,Hollywood
647,"121 NE Knott St, Portland, OR 97212",639900,97212,2304,Hollywood
678,"446 NE Cook St, Portland, OR 97212",349950,97212,931,Hollywood
697,"2633 NE Alameda St, Portland, OR 97212",1698000,97212,4647,Hollywood
703,"3552 NE Us Grant Pl, Portland, OR 97212",699900,97212,2408,Hollywood
736,"3835 NE Cleveland Ave, Portland, OR 97212",624900,97212,2316,Hollywood
752,"3915 NE 17th Ave, Portland, OR 97212",874000,97212,2959,Hollywood
778,"1766 NE 17th Ave, Portland, OR 97212",759000,97212,2293,Hollywood
787,"2616 NE 7th Ave, Portland, OR 97212",479000,97212,1664,Hollywood
817,"2814 NE Schuyler St, Portland, OR 97212",1099000,97212,2819,Hollywood
822,"2806 NE 12th Ave, Portland, OR 97212",1195000,97212,3196,Hollywood
850,"535 NE Stanton St, Portland, OR 97212",580000,97212,2216,Hollywood
976,"3147 NE 32nd Ave, Portland, OR 97212",599900,97212,2040,Hollywood
1004,"4037 NE 8th Ave, Portland, OR 97212",599000,97212,1950,Hollywood
1065,"3639 NE Rodney Ave, Portland, OR 97212",799000,97212,2448,Hollywood
1074,"2825 NE 18th Ave, Portland, OR 97212",825000,97212,2996,Hollywood
1099,"2229 NE Thompson St, Portland, OR 97212",2750000,97212,5721,Hollywood
1111,"2536 NE 10th Ave, Portland, OR 97212",949900,97212,3253,Hollywood
1141,"2743 NE 29th Ave, Portland, OR 97212",1150000,97212,3325,Hollywood
1322,"3916 NE 13th Ave, Portland, OR 97212",699900,97212,2172,Hollywood
1367,"212 NE Stanton St, Portland, OR 97212",449000,97212,1440,Hollywood
1382,"626 NE Morris St, Portland, OR 97212",499000,97212,1409,Hollywood
1405,"4044 NE Grand Ave, Portland, OR 97212",475000,97212,1930,Hollywood
1416,"4024 NE 32nd Pl, Portland, OR 97212",745000,97212,2264,Hollywood
1506,"3424 NE 18th Ave, Portland, OR 97212",1075000,97212,2724,Hollywood
1530,"3543 NE Schuyler St, Portland, OR 97212",834900,97212,3020,Hollywood
1555,"2325 NE 15th Ave, Portland, OR 97212",925000,97212,2873,Hollywood
1649,"3969 NE 6th Ave, Portland, OR 97212",599000,97212,1512,Hollywood
1746,"3023 NE 7th Ave, Portland, OR 97212",625000,97212,1745,Hollywood
1782,"51 NE Graham St, Portland, OR 97212",525000,97212,2466,Hollywood
1822,"3117 NE 33rd Ave, Portland, OR 97212",442900,97212,1620,Hollywood
1874,"3930 NE 20th Ave, Portland, OR 97212",1335000,97212,3252,Hollywood
1877,"3927 NE 7th Ave, Portland, OR 97212",625000,97212,2442,Hollywood
1972,"3107 NE Alameda St, Portland, OR 97212",950000,97212,3990,Hollywood
1991,"832 NE Failing St, Portland, OR 97212",465000,97212,1896,Hollywood
2034,"79 NE Stanton St, Portland, OR 97212",275000,97212,1005,Hollywood
2081,"3415 NE 41st Ave, Portland, OR 97212",1199000,97212,4580,Hollywood
2158,"122 NE Cook St, Portland, OR 97212",825000,97212,2504,Hollywood
22,"4353 NE Halsey St Apt 9, Portland, OR 97213",299900,97213,1005,Center
38,"5315 NE Wistaria Dr, Portland, OR 97213",699000,97213,2458,Center
40,"1525 NE 77th Ave, Portland, OR 97213",350000,97213,1494,Center
43,"5246 NE Flanders St Unit 2-3, Portland, OR 97213",799900,97213,3257,Center
52,"2202 NE 81st Ave, Portland, OR 97213",317900,97213,776,Center
55,"6425 NE Oregon St, Portland, OR 97213",549900,97213,1894,Center
107,"3004 NE 47th Ave, Portland, OR 97213",875000,97213,3045,Center
183,"3833 NE 77th Ave, Portland, OR 97213",610000,97213,2544,Center
184,"703 NE 79th Ave, Portland, OR 97213",789000,97213,3000,Center
203,"3808 NE 74th Ave, Portland, OR 97213",519900,97213,1550,Center
215,"4025 NE 69th Ave, Portland, OR 97213",475000,97213,731,Center
221,"5003 NE Halsey St, Portland, OR 97213",660000,97213,2114,Center
228,"836 NE 78th Ave, Portland, OR 97213",425000,97213,788,Center
239,"1116 NE 60th Ave, Portland, OR 97213",320000,97213,912,Center
306,"5005 NE Flanders St, Portland, OR 97213",465000,97213,1755,Center
308,"2306 NE 51st Ave, Portland, OR 97213",649000,97213,2400,Center
313,"2934 NE 67th Ave, Portland, OR 97213",600000,97213,2049,Center
325,"5833 NE Wasco St, Portland, OR 97213",589500,97213,2130,Center
397,"1103 NE 80th Ave, Portland, OR 97213",399000,97213,968,Center
418,"6021 NE Failing St, Portland, OR 97213",425000,97213,1848,Center
446,"3234 NE 53rd Ave, Portland, OR 97213",625000,97213,1289,Center
449,"435 NE 73rd Ave, Portland, OR 97213",574900,97213,1584,Center
465,"4009 NE 62nd Ave, Portland, OR 97213",575000,97213,1404,Center
468,"4719 NE Flanders St, Portland, OR 97213",775000,97213,2560,Center
472,"1903 NE 58th Ave, Portland, OR 97213",799000,97213,2616,Center
568,"3334 NE 81st Ave, Portland, OR 97213",385000,97213,981,Center
605,"1534 NE 60th Ave, Portland, OR 97213",450000,97213,1808,Center
614,"1933 NE 61st Ave, Portland, OR 97213",735000,97213,2396,Center
619,"1300 NE 68th Ave Apt 12, Portland, OR 97213",269000,97213,687,Center
633,"4001 NE 78th Ave, Portland, OR 97213",365000,97213,1456,Center
717,"1011 NE 69th Ave, Portland, OR 97213",799000,97213,2304,Center
721,"5222 NE Alameda St, Portland, OR 97213",867530,97213,3131,Center
737,"1616 NE 45th Ave Apt 4, Portland, OR 97213",419990,97213,1026,Center
747,"3161 NE 72nd Ave, Portland, OR 97213",450000,97213,1523,Center
788,"3243 NE 77th Ave, Portland, OR 97213",585000,97213,2212,Center
789,"1514 NE 48th Ave, Portland, OR 97213",674900,97213,2370,Center
793,"400 NE 79th Ave, Portland, OR 97213",379500,97213,622,Center
835,"3135 NE 77th Ave, Portland, OR 97213",635000,97213,2160,Center
845,"1721 NE 80th Ave, Portland, OR 97213",474900,97213,1698,Center
905,"4226 NE Hoyt St, Portland, OR 97213",639000,97213,2100,Center
910,"1742 NE 60th Ave, Portland, OR 97213",850000,97213,3040,Center
921,"601 NE 74th Ave, Portland, OR 97213",449900,97213,1525,Center
960,"5724 NE Milton St, Portland, OR 97213",625000,97213,3532,Center
961,"5149 NE Davis St, Portland, OR 97213",639000,97213,1836,Center
973,"510 NE 80th Ave, Portland, OR 97213",599000,97213,2474,Center
974,"6224 NE Willow St, Portland, OR 97213",394800,97213,984,Center
979,"2935 NE 54th Ave, Portland, OR 97213",599000,97213,1282,Center
1027,"2525 NE 42nd Ave, Portland, OR 97213",889000,97213,2437,Center
1043,"311 NE 56th Ave, Portland, OR 97213",450000,97213,1329,Center
1070,"2935 NE 57th Ave, Portland, OR 97213",549990,97213,2904,Center
1101,"3536 NE 67th Ave, Portland, OR 97213",449000,97213,1311,Center
1144,"365 NE 72nd Ave, Portland, OR 97213",699999,97213,1952,Center
1152,"6 NE 74th Ave, Portland, OR 97213",625000,97213,1792,Center
1169,"5745 NE Failing St, Portland, OR 97213",474900,97213,1850,Center
1184,"3439 NE 78th Ave, Portland, OR 97213",485000,97213,1504,Center
1190,"1407 NE 69th Ave, Portland, OR 97213",445000,97213,1877,Center
1246,"2905 NE 58th Ave, Portland, OR 97213",859000,97213,2760,Center
1267,"3620 NE 80th Ave, Portland, OR 97213",465000,97213,1453,Center
1290,"1031 NE 76th Ave, Portland, OR 97213",719000,97213,2940,Center
1311,"6305 NE Davis St, Portland, OR 97213",545000,97213,2204,Center
1312,"3825 NE 63rd Ave, Portland, OR 97213",499950,97213,2538,Center
1384,"1950 NE 62nd Ave, Portland, OR 97213",827000,97213,2760,Center
1435,"5024 NE Flanders St, Portland, OR 97213",415000,97213,1461,Center
1486,"320 NE 75th Ave, Portland, OR 97213",459900,97213,1522,Center
1598,"47 NE 80th Ave, Portland, OR 97213",450000,97213,2093,Center
1715,"224 NE 57th Ave, Portland, OR 97213",599900,97213,1804,Center
1801,"3537 NE 67th Ave, Portland, OR 97213",400000,97213,1565,Center
1832,"3426 NE 48th Ave, Portland, OR 97213",599000,97213,2064,Center
1864,"6406 NE Hassalo St, Portland, OR 97213",359900,97213,1076,Center
1873,"2643 NE 43rd Ave, Portland, OR 97213",699000,97213,2720,Center
1894,"4 NE 72nd Ave, Portland, OR 97213",330000,97213,840,Center
1897,"4215 NE Shaver Ct, Portland, OR 97213",1475000,97213,3908,Center
1909,"6132 NE Milton St, Portland, OR 97213",549900,97213,1520,Center
1912,"3036 NE 43rd Ave, Portland, OR 97213",783000,97213,1983,Center
1917,"2907 NE 57th Ave, Portland, OR 97213",595000,97213,2745,Center
1957,"6375 NE Pacific St, Portland, OR 97213",624900,97213,1821,Center
1958,"6383 NE Pacific St, Portland, OR 97213",624900,97213,1821,Center
2065,"23 NE 75th Ave, Portland, OR 97213",429000,97213,1860,Center
2108,"3437 NE 62nd Ave, Portland, OR 97213",525000,97213,2122,Center
2119,"4453 NE Failing St, Portland, OR 97213",1249000,97213,4544,Center
2137,"3035 NE 62nd Ave, Portland, OR 97213",600000,97213,2445,Center
2209,"6034 NE Thompson St, Portland, OR 97213",785000,97213,3401,Center
2238,"5904 NE Sandy Blvd, Portland, OR 97213",655000,97213,2264,Center
16,"2216 SE Grant St, Portland, OR 97214",585000,97214,2292,Buckman
26,"2328 SE Ladd Ave, Portland, OR 97214",649000,97214,2737,Buckman
32,"1603 SE 34th Ave, Portland, OR 97214",1175000,97214,3786,Buckman
93,"2220 SE Yamhill St, Portland, OR 97214",515000,97214,1716,Buckman
194,"3921 SE Salmon St, Portland, OR 97214",870000,97214,2676,Buckman
212,"3604 SE Morrison St, Portland, OR 97214",675000,97214,2589,Buckman
237,"204 SE 32nd Ave, Portland, OR 97214",950000,97214,3123,Buckman
276,"2414 SE Yamhill St, Portland, OR 97214",717500,97214,2386,Buckman
309,"402 SE 29th Ave, Portland, OR 97214",829000,97214,2684,Buckman
331,"2333 SE 32nd Ave, Portland, OR 97214",636500,97214,2116,Buckman
355,"2424 SE Caruthers St, Portland, OR 97214",819900,97214,3038,Buckman
385,"3346 E Burnside St, Portland, OR 97214",849000,97214,3203,Buckman
479,"1155 SE Grant St, Portland, OR 97214",680900,97214,1910,Buckman
552,"505 SE 35th Ave, Portland, OR 97214",700000,97214,2632,Buckman
564,"1937 SE 20th Ave, Portland, OR 97214",579000,97214,1213,Buckman
713,"1210 SE Oak St, Portland, OR 97214",850000,97214,2389,Buckman
716,"1715 SE 29th Ave, Portland, OR 97214",799900,97214,2520,Buckman
726,"3717 SE Washington St, Portland, OR 97214",484000,97214,944,Buckman
749,"3307 SE Morrison St Unit 25, Portland, OR 97214",515000,97214,1483,Buckman
792,"4026 SE Caruthers St, Portland, OR 97214",639000,97214,1816,Buckman
957,"1525 SE Madison St, Portland, OR 97214",749000,97214,3940,Buckman
1012,"1926 SE 21st Ave, Portland, OR 97214",579000,97214,1279,Buckman
1042,"2638 SE Lincoln St, Portland, OR 97214",975000,97214,2964,Buckman
1077,"1225 SE Oak St, Portland, OR 97214",649900,97214,2145,Buckman
1183,"1844 SE 12th Ave, Portland, OR 97214",1299000,97214,3971,Buckman
1272,"1336 SE Pine St, Portland, OR 97214",1795000,97214,4536,Buckman
1292,"1524 SE 35th Pl, Portland, OR 97214",1095000,97214,2799,Buckman
1307,"1814 SE 27th Ave, Portland, OR 97214",725000,97214,1970,Buckman
1373,"1116 SE Stephens St, Portland, OR 97214",334900,97214,1830,Buckman
1433,"28 SE 28th Ave Unit 309, Portland, OR 97214",534000,97214,1170,Buckman
1577,"1518 SE Poplar Ave, Portland, OR 97214",850000,97214,2723,Buckman
1618,"1815 SE Alder St, Portland, OR 97214",599000,97214,2706,Buckman
1681,"1322 SE Madison St, Portland, OR 97214",744950,97214,3478,Buckman
1872,"1101 SE Sherman St, Portland, OR 97214",2900000,97214,5416,Buckman
1901,"202 SE 8th Ave, Portland, OR 97214",465000,97214,2043,Buckman
1916,"1015 SE Market St, Portland, OR 97214",498000,97214,1764,Buckman
1919,"2712 SE Salmon St, Portland, OR 97214",2495000,97214,9340,Buckman
2004,"1821 SE Cesar E Chavez Blvd, Portland, OR 97214",2500000,97214,20272,Buckman
2023,"3114 SE Belmont St, Portland, OR 97214",875000,97214,2234,Buckman
2059,"1501 SE Holly St, Portland, OR 97214",1099000,97214,3168,Buckman
2069,"3915 SE Oak St, Portland, OR 97214",710000,97214,2232,Buckman
2110,"1161 SE Grant St, Portland, OR 97214",689900,97214,1910,Buckman
42,"815 SE 71st Ave, Portland, OR 97215",724950,97215,2184,Mt Tabor
66,"7404 E Burnside St, Portland, OR 97215",519900,97215,2128,Mt Tabor
91,"112 SE 78th Ave, Portland, OR 97215",699900,97215,1624,Mt Tabor
166,"6726 E Burnside St, Portland, OR 97215",499000,97215,1552,Mt Tabor
174,"36 SE 72nd Ave, Portland, OR 97215",699000,97215,1792,Mt Tabor
301,"1724 SE 54th Ave, Portland, OR 97215",850000,97215,2940,Mt Tabor
318,"1211 SE 53rd Ave, Portland, OR 97215",595000,97215,1070,Mt Tabor
351,"414 SE 74th Ave, Portland, OR 97215",748000,97215,1918,Mt Tabor
361,"319 SE 63rd Ave, Portland, OR 97215",799999,97215,2626,Mt Tabor
388,"8127 SE Taylor St, Portland, OR 97215",398000,97215,936,Mt Tabor
474,"1221 SE 53rd Ave, Portland, OR 97215",675000,97215,1500,Mt Tabor
484,"4327 SE Ash St, Portland, OR 97215",699000,97215,1685,Mt Tabor
490,"514 SE 42nd Ave, Portland, OR 97215",970000,97215,2175,Mt Tabor
523,"6535 SE Pine St, Portland, OR 97215",2225000,97215,2735,Mt Tabor
536,"6044 SE Stephens St, Portland, OR 97215",600000,97215,1695,Mt Tabor
623,"7050 SE Yamhill St, Portland, OR 97215",679950,97215,2136,Mt Tabor
652,"5241 E Burnside St, Portland, OR 97215",639900,97215,1926,Mt Tabor
705,"1539 SE 57th Ave, Portland, OR 97215",1125000,97215,3782,Mt Tabor
741,"7169 SE Stark St, Portland, OR 97215",699900,97215,2395,Mt Tabor
743,"129 SE 61st Ave, Portland, OR 97215",685000,97215,2420,Mt Tabor
761,"461 SE 72nd Ave, Portland, OR 97215",899000,97215,2407,Mt Tabor
766,"1510 SE 57th Ave, Portland, OR 97215",725000,97215,4893,Mt Tabor
791,"7234 SE Yamhill St, Portland, OR 97215",469000,97215,2078,Mt Tabor
842,"137 SE 52nd Ave, Portland, OR 97215",395000,97215,1082,Mt Tabor
909,"5428 SE Washington St, Portland, OR 97215",774900,97215,2438,Mt Tabor
1026,"4830 SE Stark St Apt 5, Portland, OR 97215",325000,97215,821,Mt Tabor
1112,"4531 SE Lincoln St, Portland, OR 97215",425000,97215,1318,Mt Tabor
1172,"8027 SE Taylor St, Portland, OR 97215",575000,97215,2261,Mt Tabor
1253,"915 SE 71st Ave, Portland, OR 97215",729000,97215,2738,Mt Tabor
1261,"5530 SE Morrison St, Portland, OR 97215",779900,97215,2426,Mt Tabor
1336,"2335 SE 44th Ave, Portland, OR 97215",549900,97215,1568,Mt Tabor
1343,"4424 SE Stark St, Portland, OR 97215",749000,97215,3005,Mt Tabor
1344,"4539 SE Main St, Portland, OR 97215",849000,97215,3188,Mt Tabor
1466,"1919 SE 80th Ave, Portland, OR 97215",415000,97215,1737,Mt Tabor
1479,"705 SE 78th Ave, Portland, OR 97215",589000,97215,2391,Mt Tabor
1504,"8 SE 71st Ave, Portland, OR 97215",615000,97215,1700,Mt Tabor
1505,"134 SE 72nd Ave, Portland, OR 97215",850000,97215,2659,Mt Tabor
1543,"2374 SE 51st Ave, Portland, OR 97215",875000,97215,3942,Mt Tabor
1592,"6425 SE Yamhill St, Portland, OR 97215",1399000,97215,5370,Mt Tabor
1627,"440 SE 62nd Ave, Portland, OR 97215",899000,97215,3454,Mt Tabor
1671,"4805 SE Taylor St, Portland, OR 97215",690000,97215,3110,Mt Tabor
1673,"7918 SE Lincoln St, Portland, OR 97215",549900,97215,1667,Mt Tabor
1718,"18 SE 44th Ave, Portland, OR 97215",750000,97215,2688,Mt Tabor
1742,"4511 SE Main St, Portland, OR 97215",1500000,97215,12104,Mt Tabor
1789,"925 SE 68th Ave, Portland, OR 97215",1150000,97215,3241,Mt Tabor
1966,"1630 SE 71st Ave, Portland, OR 97215",1060000,97215,4023,Mt Tabor
1992,"208 SE 75th Ave, Portland, OR 97215",495000,97215,1958,Mt Tabor
2042,"7826 SE Salmon St, Portland, OR 97215",350000,97215,720,Mt Tabor
98,"11556 SE Yamhill St, Portland, OR 97216",377500,97216,848,Mill Park
99,"10234 SE Market Dr, Portland, OR 97216",525000,97216,2340,Mill Park
108,"2140 SE 104th Dr, Portland, OR 97216",615000,97216,3284,Mill Park
134,"10827 E Burnside St, Portland, OR 97216",372000,97216,1345,Mill Park
198,"11611 SE Yamhill St, Portland, OR 97216",320000,97216,1775,Mill Park
208,"14 SE 105th Ave, Portland, OR 97216",315000,97216,1022,Mill Park
274,"1621 SE 87th Ave, Portland, OR 97216",695000,97216,2885,Mill Park
284,"10121 SE Pine St, Portland, OR 97216",424900,97216,2754,Mill Park
462,"10808 SE Clay St, Portland, OR 97216",599000,97216,2700,Mill Park
514,"15 SE 86th Ave, Portland, OR 97216",529900,97216,2109,Mill Park
520,"2451 SE 85th Ave, Portland, OR 97216",325000,97216,896,Mill Park
639,"2300 SE 82nd Ave Unit 11, Portland, OR 97216",95000,97216,798,Mill Park
660,"11557 SE Taylor St, Portland, OR 97216",425000,97216,1329,Mill Park
744,"11544 SE Main St, Portland, OR 97216",399900,97216,1468,Mill Park
891,"9220 SE Salmon St, Portland, OR 97216",575000,97216,2695,Mill Park
941,"8530 E Burnside St, Portland, OR 97216",429900,97216,2379,Mill Park
1069,"11821 SE Ash St, Portland, OR 97216",450000,97216,1638,Mill Park
1089,"2300 SE 82nd Ave Unit 3, Portland, OR 97216",65900,97216,520,Mill Park
1116,"9125 SE Alder St, Portland, OR 97216",389900,97216,804,Mill Park
1118,"1915 SE 94th Ave, Portland, OR 97216",429900,97216,1548,Mill Park
1131,"9233 SE Harrison St, Portland, OR 97216",470000,97216,1848,Mill Park
1133,"2223 SE 89th Ave, Portland, OR 97216",365000,97216,1480,Mill Park
1135,"10920 SE Clay St, Portland, OR 97216",599900,97216,2722,Mill Park
1180,"11531 SE Washington St, Portland, OR 97216",369900,97216,960,Mill Park
1204,"10020 SE Grant St, Portland, OR 97216",499999,97216,2288,Mill Park
1264,"11919 SE Ash St, Portland, OR 97216",276000,97216,1124,Mill Park
1332,"12064 SE Pine St, Portland, OR 97216",259900,97216,855,Mill Park
1333,"12060 SE Pine St, Portland, OR 97216",254900,97216,820,Mill Park
1334,"12062 SE Pine St, Portland, OR 97216",249900,97216,855,Mill Park
1519,"9340 SE Morrison St, Portland, OR 97216",390000,97216,798,Mill Park
1734,"144 SE 83rd Ave, Portland, OR 97216",449500,97216,1269,Mill Park
1833,"8636 SE Washington St, Portland, OR 97216",359950,97216,960,Mill Park
1908,"1426 SE 120th Ave, Portland, OR 97216",500000,97216,2016,Mill Park
1910,"11503 SE Hawthorne St, Portland, OR 97216",396000,97216,1308,Mill Park
1993,"9923 E Burnside St, Portland, OR 97216",620000,97216,2270,Mill Park
2076,"127 SE 106th Ave, Portland, OR 97216",550000,97216,1688,Mill Park
2167,"8675 SE Washington St Unit B, Portland, OR 97216",375000,97216,800,Mill Park
2235,"1234 SE 117th Ave, Portland, OR 97216",275000,97216,969,Mill Park
5,"4718 N Colonial Ave, Portland, OR 97217",599950,97217,1440,Kenton
29,"1215 N Holman St, Portland, OR 97217",499000,97217,1913,Kenton
58,"834 N Simpson St, Portland, OR 97217",625000,97217,1767,Kenton
60,"5734 N Montana Ave Unit 4, Portland, OR 97217",337900,97217,915,Kenton
75,"530 N Hayden Bay Dr, Portland, OR 97217",498000,97217,2041,Kenton
76,"8234 N Chautauqua Blvd, Portland, OR 97217",525000,97217,1906,Kenton
82,"556 N Buffalo St, Portland, OR 97217",519900,97217,2681,Kenton
90,"3904 N Juneau St, Portland, OR 97217",289000,97217,1150,Kenton
106,"7136 N Chase Ave, Portland, OR 97217",799000,97217,2600,Kenton
126,"7115 N Fenwick Ave, Portland, OR 97217",600000,97217,1632,Kenton
155,"633 N Webster St, Portland, OR 97217",485000,97217,2044,Kenton
158,"4142 N Overlook Blvd, Portland, OR 97217",699900,97217,2560,Kenton
165,"1627 N Jantzen Ave, Portland, OR 97217",549000,97217,1256,Kenton
185,"1234 N Kilpatrick St, Portland, OR 97217",499000,97217,1472,Kenton
187,"2412 N Hunt St, Portland, OR 97217",529000,97217,1586,Kenton
211,"5236 N Greeley Ave, Portland, OR 97217",840000,97217,2616,Kenton
214,"2955 N Argyle St, Portland, OR 97217",625000,97217,1875,Kenton
219,"7403 N Omaha Ave, Portland, OR 97217",375000,97217,768,Kenton
258,"567 N Blandena St, Portland, OR 97217",325000,97217,2016,Kenton
261,"3711 N Alaska Pl, Portland, OR 97217",500000,97217,980,Kenton
273,"1811 N Colfax St, Portland, OR 97217",605000,97217,1650,Kenton
275,"6417 N Montana Ave Unit 5, Portland, OR 97217",419900,97217,1143,Kenton
278,"2836 N Killingsworth St, Portland, OR 97217",650000,97217,2263,Kenton
279,"189 N Lotus Beach Dr, Portland, OR 97217",949000,97217,3124,Kenton
286,"6805 N Albina Ave, Portland, OR 97217",565000,97217,1800,Kenton
291,"8701 N Tyndall Ave, Portland, OR 97217",584000,97217,1808,Kenton
324,"5734 N Montana Ave Unit 1, Portland, OR 97217",330000,97217,915,Kenton
327,"232 N Hayden Bay Dr, Portland, OR 97217",425000,97217,1927,Kenton
434,"720 N Prescott St, Portland, OR 97217",969000,97217,2378,Kenton
437,"3916 N Willis Blvd, Portland, OR 97217",749000,97217,2332,Kenton
442,"5830 N Atlantic Ave, Portland, OR 97217",650000,97217,1584,Kenton
489,"2410 N Blandena St, Portland, OR 97217",850000,97217,2434,Kenton
506,"3315 N Russet St, Portland, OR 97217",495000,97217,2200,Kenton
509,"300 NE Tomahawk Island Dr Unit E10, Portland, OR 97217",389000,97217,1728,Kenton
547,"847 N Russet St, Portland, OR 97217",775000,97217,2560,Kenton
557,"7117 N Seward Ave, Portland, OR 97217",699900,97217,2974,Kenton
561,"7215 N Campbell Ave, Portland, OR 97217",399000,97217,850,Kenton
594,"2843 N Halleck St, Portland, OR 97217",574900,97217,1864,Kenton
596,"7304 N Albina Ave, Portland, OR 97217",450000,97217,1704,Kenton
606,"2605 N Argyle St, Portland, OR 97217",519000,97217,1447,Kenton
609,"516 N Bryant St, Portland, OR 97217",749900,97217,2172,Kenton
648,"6616 N Montana Ave, Portland, OR 97217",475000,97217,1368,Kenton
666,"8450 N Seward Ave, Portland, OR 97217",539900,97217,1545,Kenton
675,"7124 N Montana Ave, Portland, OR 97217",624900,97217,2205,Kenton
685,"6304 N Mississippi Ave, Portland, OR 97217",769000,97217,2902,Kenton
722,"1601 N Jarrett St, Portland, OR 97217",525000,97217,2094,Kenton
759,"636 N Lombard St, Portland, OR 97217",350000,97217,914,Kenton
782,"149 N Hayden Bay Dr, Portland, OR 97217",335000,97217,1023,Kenton
784,"710 N Buffalo St, Portland, OR 97217",475000,97217,1043,Kenton
