,Address,Price,Zip Code,Size,Neighbourhood
23,"5100 SW Hewett Blvd, Portland, OR 97221",1075000,97221,3291,Sylvan Highlands
132,"4420 SW 58th Ave, Portland, OR 97221",2179000,97221,4293,Sylvan Highlands
304,"6323 SW Flower St, Portland, OR 97221",975000,97221,3400,Sylvan Highlands
346,"3621 SW Humphrey Blvd, Portland, OR 97221",949000,97221,4399,Sylvan Highlands
372,"2256 SW Humphrey Park Rd, Portland, OR 97221",1150000,97221,3440,Sylvan Highlands
444,"5700 SW Westdale Dr, Portland, OR 97221",785000,97221,3463,Sylvan Highlands
480,"4803 SW Hamilton St, Portland, OR 97221",740000,97221,2144,Sylvan Highlands
740,"4637 SW Fairhaven Dr, Portland, OR 97221",799700,97221,2315,Sylvan Highlands
768,"4142 SW Hillside Dr, Portland, OR 97221",799900,97221,2530,Sylvan Highlands
794,"1180 SW 60th Ave, Portland, OR 97221",1399900,97221,3393,Sylvan Highlands
807,"4405 SW Tunnelwood St, Portland, OR 97221",1100000,97221,2975,Sylvan Highlands
814,"4729 SW Humphrey Park Rd, Portland, OR 97221",1450000,97221,4596,Sylvan Highlands
871,"3825 SW Jerald Ct, Portland, OR 97221",1995000,97221,4740,Sylvan Highlands
873,"4112 SW Greenhills Way, Portland, OR 97221",3725000,97221,4921,Sylvan Highlands
912,"5890 SW Salmon St, Portland, OR 97221",1299900,97221,2880,Sylvan Highlands
978,"3707 SW Cullen Blvd, Portland, OR 97221",829000,97221,3583,Sylvan Highlands
1010,"4925 SW Humphrey Park Cres, Portland, OR 97221",1295000,97221,4203,Sylvan Highlands
1066,"3644 SW 60th Pl, Portland, OR 97221",1674990,97221,4975,Sylvan Highlands
1072,"1417 SW Highland Pkwy, Portland, OR 97221",1295000,97221,4094,Sylvan Highlands
1148,"3435 SW 44th Ave, Portland, OR 97221",1149900,97221,4000,Sylvan Highlands
1178,"4018 SW Westdale Dr, Portland, OR 97221",1149000,97221,3278,Sylvan Highlands
1197,"4735 SW Beaverton Hillsdale Hwy, Portland, OR 97221",475000,97221,2352,Sylvan Highlands
1212,"6310 SW 35th Ave, Portland, OR 97221",525000,97221,1578,Sylvan Highlands
1346,"5890 SW 54th Ave, Portland, OR 97221",639900,97221,2328,Sylvan Highlands
1354,"4901 SW Humphrey Park Crst, Portland, OR 97221",1100000,97221,3350,Sylvan Highlands
1423,"4040 SW Greenhills Way, Portland, OR 97221",1150000,97221,3533,Sylvan Highlands
1512,"4439 SW Eleanor Ln, Portland, OR 97221",1195000,97221,5437,Sylvan Highlands
1513,"4243 SW 58th Ave, Portland, OR 97221",795000,97221,2592,Sylvan Highlands
1526,"4309 SW Cullen Blvd, Portland, OR 97221",599900,97221,3480,Sylvan Highlands
1539,"4805 SW 50th Ave, Portland, OR 97221",755000,97221,2615,Sylvan Highlands
1565,"4600 SW Greenhills Way, Portland, OR 97221",1995000,97221,5883,Sylvan Highlands
1620,"3820 SW Dakota St, Portland, OR 97221",599000,97221,2002,Sylvan Highlands
1696,"5615 SW Jefferson St, Portland, OR 97221",799000,97221,3686,Sylvan Highlands
1741,"1500 SW Skyline Blvd Apt 21, Portland, OR 97221",255000,97221,1150,Sylvan Highlands
1806,"3631 SW Ericwood Ln, Portland, OR 97221",925000,97221,2576,Sylvan Highlands
1921,"5925 SW Patton Rd, Portland, OR 97221",1750000,97221,4722,Sylvan Highlands
1971,"1934 SW Highland Rd, Portland, OR 97221",2960000,97221,6745,Sylvan Highlands
1987,"3815 SW 50th Ave, Portland, OR 97221",1100000,97221,3692,Sylvan Highlands
2028,"4801 SW Patton Rd, Portland, OR 97221",4985000,97221,6260,Sylvan Highlands
2050,"4023 SW Downs View Ct, Portland, OR 97221",1345000,97221,4264,Sylvan Highlands
2054,"3737 SW Sweetbriar Dr, Portland, OR 97221",1739999,97221,3349,Sylvan Highlands
2206,"4560 SW 59th Ave, Portland, OR 97221",2195000,97221,4023,Sylvan Highlands
2208,"3800 SW Humphrey Blvd, Portland, OR 97221",964000,97221,2714,Sylvan Highlands
2210,"4575 SW 59th Ave, Portland, OR 97221",2195000,97221,3900,Sylvan Highlands
1624,"9004 SE 41st Ave, Portland, OR 97222",525000,97222,1396,Ardenwald
62,"7545 SW 91st Ave, Portland, OR 97223",1100000,97223,3400,Tigard
330,"8818 SW 82nd Ave, Portland, OR 97223",850000,97223,2908,Tigard
447,"7405 SW Hunt Club Ln, Portland, OR 97223",2650000,97223,4776,Tigard
624,"7710 SW Cedarcrest St, Portland, OR 97223",399000,97223,956,Tigard
760,"6400 SW Range Ter, Portland, OR 97223",850000,97223,2791,Tigard
797,"7048 SW Raz Ct, Portland, OR 97223",899900,97223,2652,Tigard
821,"8007 SW Mapleleaf St, Portland, OR 97223",399900,97223,1212,Tigard
989,"7280 SW 92nd Ave, Portland, OR 97223",560000,97223,1110,Tigard
1104,"6792 SW Florence Ln, Portland, OR 97223",979900,97223,3474,Tigard
1185,"7375 SW Ashdale Dr, Portland, OR 97223",650000,97223,1929,Tigard
1279,"8585 SW 82nd Ave, Portland, OR 97223",500000,97223,1008,Tigard
1349,"6730 SW 89th Pl, Portland, OR 97223",724000,97223,2483,Tigard
1350,"8670 SW 75th Ave, Portland, OR 97223",599000,97223,1736,Tigard
1499,"6455 SW Old Scholls Ferry Rd, Portland, OR 97223",650000,97223,2051,Tigard
1517,"8000 SW Wareham Cir, Portland, OR 97223",724900,97223,3822,Tigard
1716,"7624 SW Taylors Ferry Rd, Portland, OR 97223",449900,97223,1040,Tigard
1800,"11109 SW 66th Ave, Portland, OR 97223",585000,97223,1770,Tigard
1808,"8856 SW Brightfield Cir, Portland, OR 97223",299900,97223,1072,Tigard
1820,"6502 SW Vermont St, Portland, OR 97223",549900,97223,1983,Tigard
1939,"9854 SW 91st Pl, Portland, OR 97223",583000,97223,1484,Tigard
1981,"9030 SW 72nd Ave, Portland, OR 97223",775000,97223,2443,Tigard
2001,"7295 SW 68th Ave, Portland, OR 97223",544000,97223,1560,Tigard
2020,"15338 SW Firtree Dr, Portland, OR 97223",749000,97223,2200,Tigard
2061,"10520 SW 75th Ave, Portland, OR 97223",520000,97223,1290,Tigard
2070,"11711 SW 128th Ave, Portland, OR 97223",699900,97223,2587,Tigard
353,"17719 SW 81st Pl, Portland, OR 97224",975000,97224,2738,King City
374,"17064 SW Eldorado Dr Unit 40, Portland, OR 97224",89999,97224,1248,King City
464,"9290 SW Durham Rd, Portland, OR 97224",829900,97224,4312,King City
510,"15892 SW Colyer Way, Portland, OR 97224",699000,97224,2031,King City
730,"14676 SW 148th Ter, Portland, OR 97224",1250000,97224,3402,King City
1293,"14920 SW 164th Ave, Portland, OR 97224",699900,97224,2507,King City
1317,"14611 SW Trevor Ln, Portland, OR 97224",733900,97224,2529,King City
1977,"15828 SW Colyer Way, Portland, OR 97224",550000,97224,2883,King City
36,"5404 SW Scholls Ferry Rd, Portland, OR 97225",449000,97225,1507,West Slope
95,"6535 SW Canyon Ct, Portland, OR 97225",440000,97225,1826,West Slope
164,"7501 SW Canyon Rd, Portland, OR 97225",700000,97225,2410,West Slope
360,"9088 SW Rystadt Ln, Portland, OR 97225",494900,97225,1738,West Slope
396,"10830 SW Park Way, Portland, OR 97225",700000,97225,3218,West Slope
404,"2600 SW 75th Ter, Portland, OR 97225",749900,97225,2465,West Slope
427,"11980 SW Park Way, Portland, OR 97225",535000,97225,1300,West Slope
455,"9095 SW Taylor St, Portland, OR 97225",1975000,97225,3853,West Slope
471,"12465 SW Park Way, Portland, OR 97225",585000,97225,1392,West Slope
500,"4110 SW Charming Way, Portland, OR 97225",1475000,97225,3074,West Slope
517,"3165 SW Underwood Dr, Portland, OR 97225",1650000,97225,4350,West Slope
518,"8510 SW Milon Ln, Portland, OR 97225",699000,97225,2476,West Slope
538,"3440 SW 100th Ave, Portland, OR 97225",975000,97225,2555,West Slope
574,"5899 SW 67th Pl, Portland, OR 97225",1049950,97225,3243,West Slope
597,"5895 SW 67th Pl, Portland, OR 97225",1096950,97225,3674,West Slope
608,"5916 SW 67th Pl, Portland, OR 97225",949950,97225,2855,West Slope
611,"5891 SW 67th Pl, Portland, OR 97225",895950,97225,2904,West Slope
620,"5906 SW 67th Pl, Portland, OR 97225",1099950,97225,3355,West Slope
663,"3450 SW 87th Ave, Portland, OR 97225",793000,97225,2615,West Slope
665,"7250 SW Canyon Ln, Portland, OR 97225",589950,97225,1628,West Slope
687,"2680 SW 87th Ave Apt 12, Portland, OR 97225",230000,97225,676,West Slope
770,"8125 SW Canyon Rd, Portland, OR 97225",779000,97225,2672,West Slope
785,"7100 SW Sharon Ln, Portland, OR 97225",899900,97225,3004,West Slope
809,"10815 SW Berkshire St, Portland, OR 97225",1100000,97225,2550,West Slope
824,"7320 SW Canyon Ln, Portland, OR 97225",699900,97225,3129,West Slope
911,"3340 SW 98th Ave, Portland, OR 97225",949000,97225,2622,West Slope
988,"9810 SW Melnore St, Portland, OR 97225",1395000,97225,3112,West Slope
994,"7700 SW Barnes Rd Unit D, Portland, OR 97225",249900,97225,800,West Slope
1032,"1775 SW 87th Ave, Portland, OR 97225",924900,97225,4090,West Slope
1087,"5880 SW 67th Pl, Portland, OR 97225",969950,97225,2855,West Slope
1115,"11083 SW Celeste Ln, Portland, OR 97225",469900,97225,1663,West Slope
1165,"11440 SW Lynnvale Dr, Portland, OR 97225",599000,97225,2309,West Slope
1255,"8140 SW Cedar St, Portland, OR 97225",625000,97225,1506,West Slope
1256,"11430 SW Lynnvale Dr, Portland, OR 97225",649000,97225,2787,West Slope
1259,"6870 SW Gable Pkwy, Portland, OR 97225",779900,97225,2468,West Slope
1298,"7024 SW Canyon Dr, Portland, OR 97225",999500,97225,2744,West Slope
1313,"10104 SW Morrison St, Portland, OR 97225",784900,97225,2629,West Slope
1324,"8510 SW Jamieson Rd, Portland, OR 97225",995900,97225,3393,West Slope
1419,"12350 SW Spring Ct, Portland, OR 97225",734500,97225,2461,West Slope
1425,"9960 SW Melnore St, Portland, OR 97225",1300000,97225,3535,West Slope
1449,"12855 SW Douglas St, Portland, OR 97225",439900,97225,984,West Slope
1452,"2225 SW 81st Ave, Portland, OR 97225",699000,97225,3074,West Slope
1457,"3500 SW 98th Ave, Portland, OR 97225",825000,97225,1914,West Slope
1563,"8995 SW Jamieson Rd, Portland, OR 97225",699900,97225,2146,West Slope
1593,"899 SW Summit View Dr, Portland, OR 97225",895000,97225,3373,West Slope
1617,"839 SW Regency Pl, Portland, OR 97225",875000,97225,3806,West Slope
1653,"1205 SW Fairfax Pl, Portland, OR 97225",4298000,97225,6861,West Slope
1674,"8214 SW Brookridge St, Portland, OR 97225",1100000,97225,3027,West Slope
1744,"6640 SW Terri Ct Apt 4, Portland, OR 97225",265000,97225,952,West Slope
2019,"5200 SW Dogwood Ln, Portland, OR 97225",1300000,97225,3817,West Slope
2058,"9400 SW Taylor St, Portland, OR 97225",830000,97225,906,West Slope
2089,"12420 SW Douglas St, Portland, OR 97225",615000,97225,1800,West Slope
2149,"5905 SW 67th Pl Unit 6, Portland, OR 97225",899950,97225,2644,West Slope
159,"3553 N Missouri Ave, Portland, OR 97227",499900,97227,1598,Overlook
201,"3962 N Montana Ave, Portland, OR 97227",524950,97227,2487,Overlook
287,"4051 N Commercial Ave, Portland, OR 97227",1099950,97227,2776,Overlook
288,"4057 N Commercial Ave, Portland, OR 97227",1099950,97227,2776,Overlook
601,"3963 N Montana Ave Unit 3, Portland, OR 97227",355000,97227,916,Overlook
803,"3645 N Albina Ave, Portland, OR 97227",799900,97227,2680,Overlook
1426,"1026 N Fremont St, Portland, OR 97227",499000,97227,2454,Overlook
1427,"4037 N Overlook Blvd, Portland, OR 97227",735000,97227,2220,Overlook
1536,"3240 N Michigan Ave, Portland, OR 97227",615000,97227,2255,Overlook
1643,"3828 N Haight Ave Unit A, Portland, OR 97227",839000,97227,3287,Overlook
1731,"3223 N Kerby Ave, Portland, OR 97227",350000,97227,1060,Overlook
2003,"3737 N Vancouver Ave, Portland, OR 97227",649900,97227,1841,Overlook
2145,"3741 N Vancouver Ave, Portland, OR 97227",699900,97227,1841,Overlook
3,"12807 NW Bayonne Ln, Portland, OR 97229",769000,97229,2550,Forest Park
15,"4779 NW 138th Pl, Portland, OR 97229",959000,97229,3722,Forest Park
24,"16153 NW Claremont Dr, Portland, OR 97229",849000,97229,2032,Forest Park
49,"15325 NW Central Dr Unit 206, Portland, OR 97229",360000,97229,1224,Forest Park
59,"16174 NW Claremont Dr, Portland, OR 97229",925000,97229,1969,Forest Park
68,"665 NW Falling Waters Ln Unit 103, Portland, OR 97229",515000,97229,1777,Forest Park
77,"5798 NW Landing Dr, Portland, OR 97229",555000,97229,1248,Forest Park
81,"2678 NW Kennedy Ct, Portland, OR 97229",400000,97229,1422,Forest Park
83,"2825 NW Birkendene St, Portland, OR 97229",959900,97229,3375,Forest Park
110,"15584 NW Graf St, Portland, OR 97229",749999,97229,2342,Forest Park
123,"5319 NW 128th Ter, Portland, OR 97229",835000,97229,3457,Forest Park
128,"1218 NW Frazier Ct, Portland, OR 97229",1250000,97229,3108,Forest Park
133,"10424 NW Laidlaw Rd, Portland, OR 97229",2349500,97229,5307,Forest Park
162,"11945 NW Vallevue Pl, Portland, OR 97229",600000,97229,3098,Forest Park
170,"19735 NW Quail Hollow Dr, Portland, OR 97229",369900,97229,958,Forest Park
176,"11879 NW Weaver Ln Lot 72, Portland, OR 97229",1099950,97229,3252,Forest Park
177,"15144 NW Cosmos St, Portland, OR 97229",748000,97229,1997,Forest Park
204,"2367 NW 141st Pl, Portland, OR 97229",1249900,97229,4243,Forest Park
213,"15104 NW Twoponds Dr, Portland, OR 97229",549900,97229,1524,Forest Park
217,"14412 NW Whistler Ln, Portland, OR 97229",790000,97229,2835,Forest Park
226,"7510 NW Lauren Ave, Portland, OR 97229",699000,97229,1999,Forest Park
231,"2438 NW Jean Ln, Portland, OR 97229",575000,97229,2028,Forest Park
233,"14010 NW Tradewind St, Portland, OR 97229",829900,97229,2636,Forest Park
282,"12563 NW Millford St, Portland, OR 97229",799000,97229,2654,Forest Park
283,"11740 NW Cedar Falls Dr, Portland, OR 97229",567000,97229,1450,Forest Park
289,"4647 NW Driver Pl, Portland, OR 97229",975000,97229,2917,Forest Park
295,"4435 NW Kahneeta Dr, Portland, OR 97229",719900,97229,2619,Forest Park
311,"2328 NW Pinnacle Dr, Portland, OR 97229",1299000,97229,4928,Forest Park
336,"1534 NW Mayfield Rd, Portland, OR 97229",895000,97229,3750,Forest Park
340,"15479 NW Westbrook Way, Portland, OR 97229",760000,97229,2444,Forest Park
373,"1738 NW Larkin Ter Lot 3, Portland, OR 97229",1050000,97229,3100,Forest Park
379,"9536 NW Arborview Dr, Portland, OR 97229",766000,97229,2608,Forest Park
394,"2402 NW Miller Rd, Portland, OR 97229",595000,97229,1837,Forest Park
410,"21345 NW Rock Creek Blvd, Portland, OR 97229",575000,97229,1415,Forest Park
412,"8450 NW Thompson Rd, Portland, OR 97229",550000,97229,1496,Forest Park
425,"5103 NW 140th Ave, Portland, OR 97229",650000,97229,1823,Forest Park
430,"15347 NW Aberdeen Dr, Portland, OR 97229",539000,97229,1834,Forest Park
431,"14242 NW Bordeaux Ln, Portland, OR 97229",899900,97229,2993,Forest Park
435,"7852 NW Catalpa St, Portland, OR 97229",489900,97229,1724,Forest Park
458,"11850 NW Mellridge Ln, Portland, OR 97229",1285000,97229,3593,Forest Park
486,"9455 NW Murlea Ln, Portland, OR 97229",669900,97229,1824,Forest Park
491,"6321 NW Gerber Ter, Portland, OR 97229",785000,97229,2466,Forest Park
492,"1594 NW 143rd Ave, Portland, OR 97229",399000,97229,1477,Forest Park
530,"8415 NW Hazeltine St, Portland, OR 97229",1335000,97229,3636,Forest Park
563,"4284 NW Ashbrook Dr, Portland, OR 97229",919900,97229,2485,Forest Park
593,"19035 NW Illahe St, Portland, OR 97229",584950,97229,1503,Forest Park
600,"1696 NW 143rd Ave, Portland, OR 97229",259000,97229,1088,Forest Park
602,"11572 NW Pagosa Ln, Portland, OR 97229",679900,97229,1907,Forest Park
629,"5837 NW Skyline Blvd, Portland, OR 97229",3490000,97229,7943,Forest Park
649,"11745 NW Sadie Ln Lot 86, Portland, OR 97229",1049950,97229,3058,Forest Park
656,"12766 NW Bayonne Ln, Portland, OR 97229",749900,97229,2532,Forest Park
659,"1445 NW Jenne Ave, Portland, OR 97229",679000,97229,1928,Forest Park
691,"13940 NW Marshall St, Portland, OR 97229",850000,97229,2894,Forest Park
692,"16598 NW Canton St, Portland, OR 97229",1035000,97229,3254,Forest Park
698,"13183 NW Helen Ln, Portland, OR 97229",1089000,97229,3080,Forest Park
701,"12600 NW Barnes Rd Apt 8, Portland, OR 97229",249000,97229,812,Forest Park
745,"13035 NW Filbert St, Portland, OR 97229",500000,97229,1148,Forest Park
757,"7385 NW Catalpa St, Portland, OR 97229",1031095,97229,3358,Forest Park
777,"6688 NW Lolo Ter, Portland, OR 97229",899950,97229,2736,Forest Park
825,"1015 NW Ashcreek Ln, Portland, OR 97229",2495000,97229,4956,Forest Park
829,"10426 NW Brittney Ct, Portland, OR 97229",825000,97229,2980,Forest Park
833,"4135 NW Devoto Ln, Portland, OR 97229",1525000,97229,5099,Forest Park
846,"1778 NW Larkin Ter Lot 6, Portland, OR 97229",999950,97229,3100,Forest Park
852,"1748 NW Miller Hill Pl, Portland, OR 97229",415000,97229,1501,Forest Park
870,"12586 NW Majestic Sequoia Way, Portland, OR 97229",2285000,97229,5025,Forest Park
897,"2527 NW Marsden Pl, Portland, OR 97229",749900,97229,2649,Forest Park
920,"246 NW 110th Ave, Portland, OR 97229",1025000,97229,3206,Forest Park
951,"2659 NW Kennedy Ct, Portland, OR 97229",479900,97229,1680,Forest Park
966,"16136 NW Fescue Ct, Portland, OR 97229",449900,97229,1480,Forest Park
983,"2212 NW Crestview Way, Portland, OR 97229",1495000,97229,4171,Forest Park
991,"16739 NW Stalder Ln, Portland, OR 97229",825000,97229,2266,Forest Park
1007,"4780 NW Malhuer Ave, Portland, OR 97229",850000,97229,2177,Forest Park
1017,"17387 NW Anita St, Portland, OR 97229",928310,97229,3046,Forest Park
1033,"15865 NW Gooderham St Unit L95, Portland, OR 97229",1270995,97229,3581,Forest Park
1035,"13170 NW Helen Ln, Portland, OR 97229",1095000,97229,3033,Forest Park
1046,"5609 NW Primino Ave, Portland, OR 97229",975000,97229,3600,Forest Park
1050,"3605 NW 147th Pl, Portland, OR 97229",925000,97229,2051,Forest Park
1057,"17269 NW Crosshaven St, Portland, OR 97229",599900,97229,2000,Forest Park
1084,"7359 NW Imogene Ter, Portland, OR 97229",999977,97229,2870,Forest Park
1085,"7353 NW Oakfern Dr, Portland, OR 97229",1187915,97229,3482,Forest Park
1119,"15126 NW Cosmos St, Portland, OR 97229",549900,97229,1540,Forest Park
1149,"4695 NW Kahneeta Dr, Portland, OR 97229",529900,97229,1450,Forest Park
1159,"5414 NW 146th Ave, Portland, OR 97229",799900,97229,2025,Forest Park
1160,"3636 NW Tustin Ranch Dr, Portland, OR 97229",739900,97229,2547,Forest Park
1162,"7352 NW Catapla St, Portland, OR 97229",1064855,97229,3069,Forest Park
1163,"15982 NW Rossetta St, Portland, OR 97229",875000,97229,3082,Forest Park
1168,"2411 NW Mill Pond Rd, Portland, OR 97229",938000,97229,3609,Forest Park
1170,"17364 NW Twinberry Ln, Portland, OR 97229",910630,97229,2793,Forest Park
1181,"5170 NW Neakahnie Ave Apt 4, Portland, OR 97229",260000,97229,742,Forest Park
1191,"13334 NW Hartford St, Portland, OR 97229",800000,97229,2441,Forest Park
1193,"4650 NW 126th Pl, Portland, OR 97229",825000,97229,2956,Forest Park
1200,"16712 NW Waterford Way, Portland, OR 97229",739900,97229,2378,Forest Park
1202,"10136 NW Skyline Heights Dr, Portland, OR 97229",929000,97229,2684,Forest Park
1203,"17416 NW Twinberry Ln, Portland, OR 97229",909160,97229,3055,Forest Park
1221,"11920 NW Thelin Ln Lot 92, Portland, OR 97229",979950,97229,2829,Forest Park
1250,"15568 NW Wismer Dr, Portland, OR 97229",819000,97229,2421,Forest Park
1252,"2514 NW 108th Ter, Portland, OR 97229",1050000,97229,2949,Forest Park
1271,"15950 NW Claremont Dr, Portland, OR 97229",819900,97229,1423,Forest Park
1276,"7462 NW Oakfern Dr, Portland, OR 97229",799000,97229,2386,Forest Park
1299,"11808 NW Weaver Ln, Portland, OR 97229",1175000,97229,3659,Forest Park
1320,"15760 NW Rondos Dr, Portland, OR 97229",599800,97229,1734,Forest Park
1341,"10725 NW Thompson Rd, Portland, OR 97229",1650000,97229,4873,Forest Park
1345,"12225 NW Coleman Dr, Portland, OR 97229",1650000,97229,4272,Forest Park
1351,"4027 NW Devoto Ln, Portland, OR 97229",1695000,97229,5503,Forest Park
1371,"14927 NW Orchid St, Portland, OR 97229",564900,97229,1506,Forest Park
1376,"18920 NW Athena St, Portland, OR 97229",625000,97229,1970,Forest Park
1402,"4715 NW Malhuer Ave, Portland, OR 97229",899950,97229,3037,Forest Park
1439,"830 NW Dale Ave, Portland, OR 97229",699900,97229,2272,Forest Park
1446,"15365 NW Decatur Way, Portland, OR 97229",659000,97229,2046,Forest Park
1472,"17288 NW Ginger Ln, Portland, OR 97229",1044900,97229,2760,Forest Park
1473,"7398 NW Imogene Ter, Portland, OR 97229",925400,97229,2555,Forest Park
1474,"11030 NW Reeves St, Portland, OR 97229",895000,97229,2576,Forest Park
1476,"17290 NW Twinberry Ln, Portland, OR 97229",1025000,97229,3065,Forest Park
1480,"15265 NW Remembrance Ct, Portland, OR 97229",1050000,97229,4415,Forest Park
1484,"250 NW 87th Ave, Portland, OR 97229",825000,97229,2540,Forest Park
1489,"16417 NW Chadwick Way Unit 303, Portland, OR 97229",320000,97229,920,Forest Park
1498,"21278 NW Cannes Dr, Portland, OR 97229",549900,97229,1852,Forest Park
1509,"4835 NW 187th Ave, Portland, OR 97229",615000,97229,1829,Forest Park
1515,"17318 NW Twinberry Ln, Portland, OR 97229",965000,97229,2683,Forest Park
1516,"17289 NW Anita St, Portland, OR 97229",963953,97229,2550,Forest Park
1520,"17356 NW Ginger Ln, Portland, OR 97229",1060468,97229,3130,Forest Park
1524,"7391 NW Imogene Ter, Portland, OR 97229",1041900,97229,3310,Forest Park
1529,"1725 NW Jenne Ave, Portland, OR 97229",599000,97229,1883,Forest Park
1537,"15912 NW Tullamorrie Way, Portland, OR 97229",725000,97229,1432,Forest Park
1542,"12604 NW Barnes Rd Apt 6, Portland, OR 97229",205000,97229,812,Forest Park
1580,"3241 NW 101st Ave, Portland, OR 97229",1025000,97229,2781,Forest Park
1582,"11878 NW Thelin Ln, Portland, OR 97229",1149950,97229,3330,Forest Park
1583,"16160 NW Brugger Rd Lot 4, Portland, OR 97229",799950,97229,2478,Forest Park
1589,"11373 NW Kenzie Ln, Portland, OR 97229",699500,97229,2267,Forest Park
1594,"14667 NW Applegate Ln, Portland, OR 97229",868000,97229,2900,Forest Park
1601,"16709 NW Waterford Way, Portland, OR 97229",724900,97229,2363,Forest Park
1608,"5698 NW 172nd Ter, Portland, OR 97229",625000,97229,1664,Forest Park
1609,"7417 NW Catapla St, Portland, OR 97229",1026705,97229,3358,Forest Park
1619,"4884 NW Promenade Ter Unit 104, Portland, OR 97229",510000,97229,1625,Forest Park
1634,"3165 NW Bauer Woods Dr, Portland, OR 97229",1495888,97229,4316,Forest Park
1645,"15764 NW Gooderham St Unit L38, Portland, OR 97229",1194995,97229,3249,Forest Park
1657,"575 NW Lamonde Ter, Portland, OR 97229",749000,97229,1991,Forest Park
1669,"1335 NW Mayfield Rd, Portland, OR 97229",975000,97229,2947,Forest Park
1676,"9912 NW Wind Ridge Dr, Portland, OR 97229",7778500,97229,11363,Forest Park
1677,"600 NW 107th Ave, Portland, OR 97229",635000,97229,1080,Forest Park
1682,"15749 NW Ridgeline St Unit L54, Portland, OR 97229",1324995,97229,4425,Forest Park
1686,"310 NW 83rd Pl, Portland, OR 97229",1129900,97229,3662,Forest Park
1695,"7092 NW Abigail Ter, Portland, OR 97229",625000,97229,1868,Forest Park
1701,"1323 NW Abernethy Rd, Portland, OR 97229",1662500,97229,4954,Forest Park
1723,"15852 NW Gooderham St Unit L43, Portland, OR 97229",1197995,97229,3249,Forest Park
1728,"21186 NW Galice Ln, Portland, OR 97229",699900,97229,2429,Forest Park
1740,"6716 NW Lolo Ter, Portland, OR 97229",959950,97229,3056,Forest Park
1747,"9233 NW McKenna Dr, Portland, OR 97229",1050000,97229,3933,Forest Park
1766,"655 NW 118th Ave Unit 104, Portland, OR 97229",409900,97229,1196,Forest Park
1767,"17315 NW Anita St, Portland, OR 97229",974944,97229,2588,Forest Park
1768,"7295 NW Imogene Ter, Portland, OR 97229",1269427,97229,4250,Forest Park
1781,"4160 NW 190th Ave, Portland, OR 97229",499950,97229,1480,Forest Park
1805,"9742 NW Skyline Heights Dr, Portland, OR 97229",1675000,97229,5721,Forest Park
1823,"17350 NW Twinberry Ln, Portland, OR 97229",969884,97229,2678,Forest Park
1824,"7370 NW Imogene Ter, Portland, OR 97229",959662,97229,2847,Forest Park
1834,"15883 NW Gooderham St Unit L96, Portland, OR 97229",1379995,97229,4375,Forest Park
1841,"16417 NW Chadwick Way Unit 301, Portland, OR 97229",439900,97229,1342,Forest Park
1843,"16104 NW Brugger Rd Lot 8, Portland, OR 97229",829950,97229,2478,Forest Park
1851,"14870 NW Sophie Ct, Portland, OR 97229",700000,97229,2269,Forest Park
1883,"12963 NW Oconnor Dr, Portland, OR 97229",925000,97229,3338,Forest Park
1899,"9242 NW Murdock St, Portland, OR 97229",1299900,97229,4096,Forest Park
1900,"11863 NW Thelin Ln, Portland, OR 97229",1275000,97229,3660,Forest Park
1904,"1310 NW 128th Ave, Portland, OR 97229",900000,97229,2065,Forest Park
1907,"7873 NW Lauren Ave, Portland, OR 97229",934990,97229,2536,Forest Park
1924,"2882 NW Skyline Blvd, Portland, OR 97229",2499900,97229,4053,Forest Park
1937,"1751 NW Larkin Ter Unit 13, Portland, OR 97229",849950,97229,2798,Forest Park
1940,"8236 NW Thompson Rd, Portland, OR 97229",2399900,97229,4050,Forest Park
1948,"15803 NW Sparks Ln, Portland, OR 97229",449990,97229,1350,Forest Park
1961,"8938 NW Benson St, Portland, OR 97229",825000,97229,2570,Forest Park
1968,"7828 NW 157th Ter Unit L35, Portland, OR 97229",1149995,97229,2894,Forest Park
2013,"21461 NW Kenai Ct, Portland, OR 97229",900000,97229,3000,Forest Park
2040,"11807 NW Mellridge Ln, Portland, OR 97229",1499950,97229,4166,Forest Park
2043,"5816 NW Necanicum Way, Portland, OR 97229",799500,97229,3046,Forest Park
2044,"2073 NW Village Cir Units 18 & 19, Portland, OR 97229",1795000,97229,4874,Forest Park
2063,"15836 NW Gooderham St Unit L42, Portland, OR 97229",1069995,97229,2894,Forest Park
2074,"15690 NW Snowbush Ln, Portland, OR 97229",573500,97229,2020,Forest Park
2084,"11840 NW Thelin Ln, Portland, OR 97229",999950,97229,2721,Forest Park
2086,"15438 NW Orchid St, Portland, OR 97229",849990,97229,2900,Forest Park
2111,"17332 NW Ginger Ln, Portland, OR 97229",1095440,97229,3408,Forest Park
2112,"15874 NW Gooderham St Unit L44, Portland, OR 97229",1229995,97229,3428,Forest Park
2113,"15853 NW Ridgeline St Unit L48, Portland, OR 97229",1044995,97229,2894,Forest Park
2114,"7748 NW Ladybug Pl Lot 58, Portland, OR 97229",1379995,97229,4425,Forest Park
2115,"7726 NW Ladybug Pl Lot 59, Portland, OR 97229",1369995,97229,4425,Forest Park
2116,"15748 NW Gooderham St Unit L36, Portland, OR 97229",1214995,97229,3443,Forest Park
2118,"15860 NW Sparks Ln, Portland, OR 97229",430124,97229,1171,Forest Park
