,Address,Price,Zip Code,size
1984,"3815 NE Hassalo St, Portland, OR 97232",640000,97232,2346
1985,"3925 SE 125th Ave, Portland, OR 97236",475000,97236,1640
1986,"4765 SW Stephenson St, Portland, OR 97219",475000,97219,1040
1987,"3815 SW 50th Ave, Portland, OR 97221",1100000,97221,3692
1988,"1712 NW Riverscape St, Portland, OR 97209",2595000,97209,3820
1989,"15535 SE Flavel Ct, Portland, OR 97236",699900,97236,2925
1990,"1500 SW 5th Ave Unit 902, Portland, OR 97201",425000,97201,1319
1991,"832 NE Failing St, Portland, OR 97212",465000,97212,1896
1992,"208 SE 75th Ave, Portland, OR 97215",495000,97215,1958
1993,"9923 E Burnside St, Portland, OR 97216",620000,97216,2270
1994,"9818 SE Henry St, Portland, OR 97266",300000,97266,1620
1995,"3067 NW Greenbriar Ter, Portland, OR 97210",1375000,97210,4585
1996,"6936 SE Crystal Springs Blvd, Portland, OR 97206",469900,97206,1600
1997,"5503 SW Multnomah Blvd, Portland, OR 97219",289000,97219,1088
1998,"424 NW Macleay Blvd, Portland, OR 97210",2495000,97210,3287
1999,"1221 SW 10th Ave Unit 1412, Portland, OR 97205",565000,97205,1338
2000,"6420 SE 129th Pl, Portland, OR 97236",415000,97236,1620
2001,"7295 SW 68th Ave, Portland, OR 97223",544000,97223,1560
2002,"12722 NE Holladay St, Portland, OR 97230",449500,97230,1730
2003,"3737 N Vancouver Ave, Portland, OR 97227",649900,97227,1841
2004,"1821 SE Cesar E Chavez Blvd, Portland, OR 97214",2500000,97214,20272
2005,"13721 SE Rhone St, Portland, OR 97236",526800,97236,1734
2006,"13729 SE Rhone St, Portland, OR 97236",536800,97236,1794
2007,"225 S Montgomery St Unit G10, Portland, OR 97201",599900,97201,1152
2008,"3811 NE 150th Ave, Portland, OR 97230",429947,97230,1486
2009,"1225 SW Curry St, Portland, OR 97239",649000,97239,1510
2010,"1410 NW Kearney St Apt 610, Portland, OR 97209",649999,97209,1630
2011,"4511 NE 25th Ave, Portland, OR 97211",819000,97211,2525
2012,"4317 SE 79th Ave, Portland, OR 97206",365000,97206,1406
2013,"21461 NW Kenai Ct, Portland, OR 97229",900000,97229,3000
2014,"3715 SE 8th Ave, Portland, OR 97202",599900,97202,2920
2015,"2218 NE Flanders St Unit 5, Portland, OR 97232",374900,97232,958
2016,"3305 SE 74th Ave, Portland, OR 97206",375000,97206,740
2017,"964 NE Oneonta St, Portland, OR 97211",483000,97211,1412
2018,"3115 SE 89th Ave, Portland, OR 97266",326800,97266,1466
2019,"5200 SW Dogwood Ln, Portland, OR 97225",1300000,97225,3817
2020,"15338 SW Firtree Dr, Portland, OR 97223",749000,97223,2200
2021,"2025 SE 139th Ave, Portland, OR 97233",495000,97233,2348
2022,"8561 N Hamlin Ave, Portland, OR 97217",499999,97217,1545
2023,"3114 SE Belmont St, Portland, OR 97214",875000,97214,2234
2024,"5133 SE 38th Ave, Portland, OR 97202",589000,97202,2015
2025,"4803 NE 33rd Ave, Portland, OR 97211",799000,97211,2286
2026,"12840 SE Morrison St, Portland, OR 97233",499900,97233,2341
2027,"11840 NE Eugene St, Portland, OR 97220",385000,97220,960
2028,"4801 SW Patton Rd, Portland, OR 97221",4985000,97221,6260
2029,"15407 SE Hawthorne Meadows St, Portland, OR 97236",589900,97236,2048
2030,"5026 SE 76th Ave, Portland, OR 97206",400000,97206,2296
2031,"1410 NW Kearney St Apt 1010, Portland, OR 97209",689900,97209,1630
2032,"618 S Nevada St Apt G, Portland, OR 97219",429000,97219,1315
2033,"4650 SW Comus Pl Unit 3E, Portland, OR 97219",258000,97219,998
2034,"79 NE Stanton St, Portland, OR 97212",275000,97212,1005
2035,"4620 NE Killingsworth St, Portland, OR 97218",325000,97218,1802
2036,"1728 SW Prospect Dr, Portland, OR 97201",2475000,97201,8635
2037,"12410 SE Madison St, Portland, OR 97233",485000,97233,1856
2038,"2443 SE Clinton St, Portland, OR 97202",1165000,97202,4181
2039,"429 N Bridgeton Rd Slip 3, Portland, OR 97217",395000,97217,2000
2040,"11807 NW Mellridge Ln, Portland, OR 97229",1499950,97229,4166
2041,"24600 NW St Helens Rd Unit M04, Portland, OR 97231",449000,97231,1644
2042,"7826 SE Salmon St, Portland, OR 97215",350000,97215,720
2043,"5816 NW Necanicum Way, Portland, OR 97229",799500,97229,3046
2044,"2073 NW Village Cir Units 18 & 19, Portland, OR 97229",1795000,97229,4874
2045,"559 NE Bridgeton Rd, Portland, OR 97211",330000,97211,1525
2046,"6316 NW Saltzman Rd, Portland, OR 97210",464900,97210,2137
2047,"5839 SE Tenino St, Portland, OR 97206",549900,97206,1636
2048,"3900 SW Dosch Rd, Portland, OR 97239",1795000,97239,3783
2049,"2221 SW 1st Ave Apt 2421, Portland, OR 97201",399000,97201,1267
2050,"4023 SW Downs View Ct, Portland, OR 97221",1345000,97221,4264
2051,"8634 NE Fremont St, Portland, OR 97220",430000,97220,1664
2052,"8019 SE 68th Ave, Portland, OR 97206",425000,97206,1008
2053,"4703 SW Brugger St, Portland, OR 97219",509000,97219,1275
2054,"3737 SW Sweetbriar Dr, Portland, OR 97221",1739999,97221,3349
2055,"1951 N Jantzen Ave, Portland, OR 97217",540000,97217,2282
2056,"1975 N Jantzen Ave, Portland, OR 97217",575000,97217,1846
2057,"2227 SE 174th Ave, Portland, OR 97233",749900,97233,2998
2058,"9400 SW Taylor St, Portland, OR 97225",830000,97225,906
2059,"1501 SE Holly St, Portland, OR 97214",1099000,97214,3168
2060,"724 NE 196th Ave, Portland, OR 97230",389900,97230,1576
2061,"10520 SW 75th Ave, Portland, OR 97223",520000,97223,1290
2062,"19430 NW Reeder Rd, Portland, OR 97231",2200000,97231,3825
2063,"15836 NW Gooderham St Unit L42, Portland, OR 97229",1069995,97229,2894
2064,"1001 NW Lovejoy St Unit 213, Portland, OR 97209",460000,97209,850
2065,"23 NE 75th Ave, Portland, OR 97213",429000,97213,1860
2066,"9325 N Chicago Ave, Portland, OR 97203",479900,97203,964
2067,"1420 NW Lovejoy St Apt 408, Portland, OR 97209",635000,97209,1513
2068,"1801 N Jantzen Ave, Portland, OR 97217",455000,97217,1664
2069,"3915 SE Oak St, Portland, OR 97214",710000,97214,2232
2070,"11711 SW 128th Ave, Portland, OR 97223",699900,97223,2587
2071,"1616 S Harbor Way Unit 408, Portland, OR 97201",519000,97201,1297
2072,"2531 SW Spring Garden St Apt 14, Portland, OR 97219",304999,97219,1173
2073,"7006 SE Mall St, Portland, OR 97206",429000,97206,768
2074,"15690 NW Snowbush Ln, Portland, OR 97229",573500,97229,2020
2075,"11715 NW Old Cornelius Pass Rd, Portland, OR 97231",375000,97231,1445
2076,"127 SE 106th Ave, Portland, OR 97216",550000,97216,1688
2077,"1120 NW Johnson St, Portland, OR 97209",1199000,97209,2884
2078,"6702 NE Cleveland Ave, Portland, OR 97211",475000,97211,2476
2079,"8065 SE Grand Ave Unit 304, Portland, OR 97202",535000,97202,1737
2080,"8065 SE Grand Ave Unit 202, Portland, OR 97202",425000,97202,1313
2081,"3415 NE 41st Ave, Portland, OR 97212",1199000,97212,4580
2082,"8125 SE 52nd Ave, Portland, OR 97206",429900,97206,1220
2083,"2083 NW Johnson St Apt 66, Portland, OR 97209",399000,97209,1114
2084,"11840 NW Thelin Ln, Portland, OR 97229",999950,97229,2721
2085,"1618 NE Buffalo St Unit B, Portland, OR 97211",449900,97211,1003
2086,"15438 NW Orchid St, Portland, OR 97229",849990,97229,2900
2087,"5200 SE 132nd Ave Apt 12, Portland, OR 97236",89995,97236,1404
2088,"15707 SE Franklin St, Portland, OR 97236",399900,97236,1296
2089,"12420 SW Douglas St, Portland, OR 97225",615000,97225,1800
2090,"3570 S River Pkwy Unit 2201, Portland, OR 97239",949000,97239,1756
2091,"15712 SE Madison Ct, Portland, OR 97233",429900,97233,1952
2092,"6836 N Armour St, Portland, OR 97203",359900,97203,975
2093,"3011 SE Division St Unit 7, Portland, OR 97202",649950,97202,1455
2094,"3013 SE Division St Unit 5, Portland, OR 97202",674950,97202,1581
2095,"14833 SE Grant Ct, Portland, OR 97233",179000,97233,956
2096,"615 S Nebraska St, Portland, OR 97239",1800000,97239,917
2097,"10026 SE Insley St, Portland, OR 97266",450000,97266,2604
2098,"1067 NE Oneonta St, Portland, OR 97211",499900,97211,1144
2099,"731 SW King Ave Unit 7, Portland, OR 97205",250000,97205,871
2100,"1017 SW Rivington Dr, Portland, OR 97201",4585000,97201,6871
2101,"3930 SE 162nd Ave Unit 24, Portland, OR 97236",149900,97236,1512
2102,"1803 SW Hawthorne Ter, Portland, OR 97201",1100000,97201,6441
2103,"1926 W Burnside St Unit 1502, Portland, OR 97209",635000,97209,1410
2104,"17460 SE Alder St, Portland, OR 97233",439950,97233,1928
2105,"5036 NE 16th Ave, Portland, OR 97211",725000,97211,2910
2106,"2221 SW 1st Ave Apt 623, Portland, OR 97201",325000,97201,1332
2107,"9235 N Edison St, Portland, OR 97203",449000,97203,1026
2108,"3437 NE 62nd Ave, Portland, OR 97213",525000,97213,2122
2109,"3017 SW 4th Ave, Portland, OR 97201",575000,97201,1546
2110,"1161 SE Grant St, Portland, OR 97214",689900,97214,1910
2111,"17332 NW Ginger Ln, Portland, OR 97229",1095440,97229,3408
2112,"15874 NW Gooderham St Unit L44, Portland, OR 97229",1229995,97229,3428
2113,"15853 NW Ridgeline St Unit L48, Portland, OR 97229",1044995,97229,2894
2114,"7748 NW Ladybug Pl Lot 58, Portland, OR 97229",1379995,97229,4425
2115,"7726 NW Ladybug Pl Lot 59, Portland, OR 97229",1369995,97229,4425
2116,"15748 NW Gooderham St Unit L36, Portland, OR 97229",1214995,97229,3443
2117,"2630 N Hayden Island Dr Slip 51, Portland, OR 97217",485000,97217,1137
2118,"15860 NW Sparks Ln, Portland, OR 97229",430124,97229,1171
2119,"4453 NE Failing St, Portland, OR 97213",1249000,97213,4544
2120,"SW Cardinell Way, Portland, OR 97201",3250000,97201,5239
2121,"7431 SE Ogden St, Portland, OR 97206",379999,97206,1373
2122,"12138 NE Fremont St Apt 19, Portland, OR 97220",298000,97220,1547
2123,"1625 SW Westwood Ct, Portland, OR 97239",995000,97239,3166
2124,"15476 SE Hawthorne Meadows St, Portland, OR 97236",709900,97236,1993
2125,"1310 NW Naito Pkwy Unit 902, Portland, OR 97209",1300000,97209,1964
2126,"6116 N Greeley Ave, Portland, OR 97217",379900,97217,1916
2127,"18989 NE Marine Dr Slip 22, Portland, OR 97230",330000,97230,800
2128,"3910 SE 112th Ave, Portland, OR 97266",370000,97266,854
2129,"606 NW Naito Pkwy Apt A15, Portland, OR 97209",325000,97209,1076
2130,"2395 SW Montgomery Dr, Portland, OR 97201",715000,97201,2773
2131,"15035 NE Siskiyou Ct, Portland, OR 97230",323000,97230,1638
2132,"1023 NE 172nd Ave, Portland, OR 97230",419950,97230,1500
2133,"222 NW Uptown Ter Apt 1A, Portland, OR 97210",399900,97210,1028
2134,"5305 NE Rodney Ave, Portland, OR 97211",999999,97211,3299
2135,"3736 SE Cora St, Portland, OR 97202",599900,97202,2522
2136,"2621 NE Everett St, Portland, OR 97232",580000,97232,1995
2137,"3035 NE 62nd Ave, Portland, OR 97213",600000,97213,2445
2138,"3035 SE 115th Ave, Portland, OR 97266",519990,97266,1768
2139,"2636 SE 50th Ave, Portland, OR 97206",570000,97206,1847
2140,"2391 NW Irving St, Portland, OR 97210",1190000,97210,3959
2141,"401 NW Marlborough Ave, Portland, OR 97210",1399000,97210,3001
2142,"3601 S River Pkwy Unit 3101, Portland, OR 97239",5999000,97239,5002
2143,"841 S Gaines St Unit 439, Portland, OR 97239",690000,97239,1542
2144,"15050 NW Legend St, Portland, OR 97229",979825,97229,2900
2145,"3741 N Vancouver Ave, Portland, OR 97227",699900,97227,1841
2146,"15042 NW Legend St, Portland, OR 97229",1022990,97229,2914
2147,"15813 NW Sparks Ln, Portland, OR 97229",424990,97229,1350
2148,"7090 NW Bountiful Ter, Portland, OR 97229",749990,97229,2300
2149,"5905 SW 67th Pl Unit 6, Portland, OR 97225",899950,97225,2644
2150,"15886 NW Ridgeline St Unit L64, Portland, OR 97229",1465995,97229,4623
2151,"15897 NW Ridgeline St Unit L46, Portland, OR 97229",1047995,97229,2734
2152,"15975 NW Ridgeline St Unit L47, Portland, OR 97229",1170995,97229,3280
2153,"15058 NW Legend St, Portland, OR 97229",869990,97229,2536
2154,"11935 NW Weaver Ln, Portland, OR 97229",1234950,97229,3810
2155,"9212 SE Grandview Ter, Happy Valley, OR 97086",639000,97086,3142
2156,"1920 S Greenwood Rd, Portland, OR 97219",2195000,97219,6488
2157,"2393 SW Park Pl Unit 106, Portland, OR 97205",399000,97205,1296
2158,"122 NE Cook St, Portland, OR 97212",825000,97212,2504
2159,"3530 SE 70th Ave, Portland, OR 97206",449000,97206,2240
2160,"4922 SW 1st Ave, Portland, OR 97239",475000,97239,1540
2161,"2323 SW Park Pl Unit 302, Portland, OR 97205",279000,97205,1500
2162,"15946 NW Ridgeline St Unit L67, Portland, OR 97229",1428995,97229,4425
2163,"15933 NW Ridgeline St Unit L75, Portland, OR 97229",1201995,97229,3428
2164,"15890 NW Gooderham St Unit L45, Portland, OR 97229",1115995,97229,2894
2165,"15918 NW Ridgeline St Unit L66, Portland, OR 97229",1400995,97229,4375
2166,"9229 SE Harney Ct, Portland, OR 97266",530000,97266,5474
2167,"8675 SE Washington St Unit B, Portland, OR 97216",375000,97216,800
2168,"8318 SE Knapp St, Portland, OR 97266",358000,97266,856
2169,"790 SE Webber St Unit 401, Portland, OR 97202",565000,97202,2156
2170,"6841 N Astor St, Portland, OR 97203",402000,97203,1543
2171,"10028 SE Ellis St, Portland, OR 97266",225000,97266,528
2172,"1222 SE Division St, Portland, OR 97202",925000,97202,2684
2173,"620 NE 113th Ave, Portland, OR 97220",420000,97220,2016
2174,"3222 SE 12th Ave, Portland, OR 97202",775000,97202,2427
2175,"3220 SE 12th Ave, Portland, OR 97202",775000,97202,2412
2176,"7899 NW Lauren Ave, Portland, OR 97229",929990,97229,2536
2177,"15034 NW Legend St, Portland, OR 97229",944990,97229,2536
2178,"1841 SW Montgomery Dr, Portland, OR 97201",3500000,97201,7448
2179,"3435 SW 11th Ave, Portland, OR 97239",565000,97239,2018
2180,"2052 SE 159th Ave, Portland, OR 97233",376000,97233,1335
2181,"15947 NW Gooderham St Unit L99, Portland, OR 97229",1277995,97229,3738
2182,"15959 NW Ridgeline St Unit L76, Portland, OR 97229",1109795,97229,2734
2183,"15991 NW Ridgeline St Unit L77, Portland, OR 97229",1217649,97229,3650
2184,"1634 SW Myrtle St, Portland, OR 97201",2999000,97201,8413
2185,"620 SE 168th Ave, Portland, OR 97233",360000,97233,960
2186,"807 SE 174th Ave, Portland, OR 97233",414000,97233,2170
2187,"7891 NW Lauren Ave, Portland, OR 97229",974990,97229,2914
2188,"15986 NW Gooderham Lot 92, Portland, OR 97229",1051995,97229,2894
2189,"15974 NW Ridgeline St, Portland, OR 97229",1631310,97229,4375
2190,"8520 SE 87th Ave, Portland, OR 97266",275000,97266,768
2191,"2805 NW Thurman St Unit 4, Portland, OR 97210",1400000,97210,2750
2192,"15975 NW Gooderham St Unit L100, Portland, OR 97229",1515325,97229,4425
2193,"8506 SE Tolman St, Portland, OR 97266",415000,97266,1496
2194,"16017 NW Ridgeline St Lot 78, Portland, OR 97229",1185195,97229,3249
2195,"1356 NW 116th Ave, Portland, OR 97229",1095995,97229,3896
2196,"16014 NW Gooderham St Lot 91, Portland, OR 97229",1099709,97229,2734
2197,"16005 NW Gooderham St, Portland, OR 97229",1398063,97229,4375
2198,"7803 NW 162nd Ter Unit L110, Portland, OR 97229",1296940,97229,4375
2199,"16045 NW Ridgeline St Unit L79, Portland, OR 97229",1011765,97229,2894
2200,"4812 NE Mallory Ave, Portland, OR 97211",1750000,97211,3486
2201,"1337 NW 116th Ave, Portland, OR 97229",894995,97229,2472
2202,"16042 NW Gooderham St Unit L90, Portland, OR 97229",1197599,97229,3249
2203,"16000 NW Ridgeline St Unit L69, Portland, OR 97229",1310994,97229,3581
2204,"227 N Hayden Bay Dr, Portland, OR 97217",319000,97217,1023
2205,"2020 NW 29th Ave Apt 1, Portland, OR 97210",330000,97210,771
2206,"4560 SW 59th Ave, Portland, OR 97221",2195000,97221,4023
2207,"4246 S Corbett Ave, Portland, OR 97239",625000,97239,2076
2208,"3800 SW Humphrey Blvd, Portland, OR 97221",964000,97221,2714
2209,"6034 NE Thompson St, Portland, OR 97213",785000,97213,3401
2210,"4575 SW 59th Ave, Portland, OR 97221",2195000,97221,3900
2211,"16028 NW Ridgeline St Unit L70, Portland, OR 97229",1299130,97229,4425
2212,"7827 NW 162nd Ter Unit L109, Portland, OR 97229",1248866,97229,3738
2213,"6254 SW Burlingame Ave Unit A, Portland, OR 97239",1125900,97239,3199
2214,"16084 NW Ridgeline St Unit L72, Portland, OR 97229",1317155,97229,4425
2215,"16171 NW Gooderham St Unit L105, Portland, OR 97229",1241839,97229,4371
2216,"16059 NW Godderham St Unit L103, Portland, OR 97229",1271205,97229,3738
2217,"16031 NW Gooderham St Unit L102, Portland, OR 97229",1631330,97229,4425
2218,"16126 NW Gooderham St Unit L87, Portland, OR 97229",1058625,97229,3249
2219,"16140 NW Ridgeline St Unit L74, Portland, OR 97229",1162822,97229,3591
2220,"16112 NW Ridgeline Unit L73, Portland, OR 97229",1423276,97229,4371
2221,"16056 NW Ridgeline St Unit L71, Portland, OR 97229",1179325,97229,4375
2222,"16101 NW Ridgeline St Unit L81, Portland, OR 97229",1025905,97229,2734
2223,"16070 NW Gooderham St Unit L89, Portland, OR 97229",1206270,97229,3443
2224,"16154 NW Gooderham St Unit L86, Portland, OR 97229",1055634,97229,3249
2225,"16157 NW Ridgeline St Unit L83, Portland, OR 97229",1027420,97229,3249
2226,"16129 NW Ridgeline St Unit L82, Portland, OR 97229",1310998,97229,3443
2227,"16098 NW Gooderham St Unit L88, Portland, OR 97229",1187152,97229,3443
2228,"NW Ridgeline Ln Unit L84, Portland, OR 97229",1236191,97229,3249
2229,"NW Gooderham Ln Unit L104, Portland, OR 97229",1159805,97229,3581
2230,"NW Ridgeline St Unit L80, Portland, OR 97229",1097820,97229,3443
2231,"2180 NW 111th Ave, Portland, OR 97229",1750000,97229,4220
2232,"905 N Harbour Dr Unit 26, Portland, OR 97217",468000,97217,2698
2233,"8712 N Decatur St Unit 301, Portland, OR 97203",311000,97203,934
2234,"5230 SE Center St, Portland, OR 97206",649900,97206,2287
2235,"1234 SE 117th Ave, Portland, OR 97216",275000,97216,969
2236,"14941 NW Shackelford Rd Unit 71, Portland, OR 97229",369990,97229,1625
2237,"SE 176th Ave SE, Portland, OR 97236",500200,97236,1940
2238,"5904 NE Sandy Blvd, Portland, OR 97213",655000,97213,2264
2239,"SE 176th Ave, Portland, OR 97233",635900,97233,2600
2240,"7200 SE 158th Ave, Portland, OR 97236",499000,97236,4542
